"","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude"
"1875299",15,"2010Q3","3_ClassC","1_Net",8,36,1,3780,42.3014828,-71.432817
"1875331",24.5,"2009Q3","2_ClassB","3_FullService",4,10,2,36000,42.510967,-71.246411
"1875388",20,"2005Q2","3_ClassC","3_FullService",5,14,2,800,42.3636601,-71.1624448
"1875408",15,"2006Q1","2_ClassB","2_Between",3,7,2,1980,42.5135718,-71.4256022
"1875409",15,"2005Q4","2_ClassB","3_FullService",7,6,1,1171,42.5135718,-71.4256022
"1875456",25,"2007Q1","3_ClassC","2_Between",1,16,2,2300,42.3636601,-71.1624448
"1875472",16,"2011Q1","2_ClassB","3_FullService",1,12,1,550,42.5135718,-71.4256022
"1875473",16,"2006Q2","2_ClassB","3_FullService",1,8,2,6200,42.5135718,-71.4256022
"1875556",21.5,"2011Q4","2_ClassB","2_Between",3,15,1,3778,42.5012018,-71.1623701
"1875593",17.95,"2007Q1","1_ClassA","2_Between",0,11,4,1162,42.5064148,-71.1346403
"1875601",22,"2007Q1","2_ClassB","2_Between",5,20,3,1200,42.3626626,-71.1909406
"1875603",20,"2007Q1","2_ClassB","3_FullService",0,7,1,8107,42.3627924,-71.1646552
"1875604",54.5,"2011Q1","1_ClassA","1_Net",3,11,1,6593,42.3634811,-71.0924978
"1875606",15,"2006Q2","3_ClassC","2_Between",8,54,2,1875,42.3635519,-71.4221458
"1875675",15.95,"2011Q1","2_ClassB","2_Between",5,13,1,7117,42.5012018,-71.1623701
"1875775",18,"2011Q1","3_ClassC","1_Net",7,10,2,2722,42.360872,-71.069843
"1875776",18,"2011Q1","3_ClassC","1_Net",7,10,1,2722,42.360872,-71.069843
"1875783",35,"2006Q3","2_ClassB","0_Unknown",4,6,9,2642,42.3618844,-71.0622097
"1875784",35,"2006Q3","2_ClassB","0_Unknown",13,4,7,8888.5,42.3618844,-71.0622097
"1875787",37,"2007Q4","2_ClassB","3_FullService",2,10,5,3500,42.3634068,-71.0516624
"1875819",12.95,"2011Q1","2_ClassB","2_Between",4,14,1,16100,42.5012018,-71.1623701
"1875820",15.95,"2006Q4","2_ClassB","2_Between",6,9,1,3465,42.5012018,-71.1623701
"1875840",22.5,"2010Q2","1_ClassA","2_Between",6,0,3,7500,42.502822,-71.137208
"1875865",21,"2011Q1","1_ClassA","3_FullService",12,9,3,6068.5,42.5094839,-71.0344825
"1875867",15,"2007Q1","2_ClassB","2_Between",2,23,1,2300,42.5102344,-71.0363757
"1875882",17.2,"2010Q3","2_ClassB","3_FullService",5,21,1,1500,42.5009083,-70.8543497
"1875890",21,"2007Q1","1_ClassA","2_Between",5,6,4,15961.5,42.5094839,-71.0344825
"1875897",14.29,"2008Q4","3_ClassC","2_Between",1,38,1,840,42.511354,-70.9478794
"1875898",15.95,"2005Q2","3_ClassC","2_Between",10,21,2,2511,42.512138,-71.0349439
"1875899",16,"2011Q3","3_ClassC","2_Between",1,30,1,750,42.512138,-71.0349439
"1875900",15,"2010Q2","3_ClassC","2_Between",3,28,2,1000,42.512138,-71.0349439
"1875901",16.5,"2005Q4","3_ClassC","0_Unknown",2,24,1,1750,42.512138,-71.0349439
"1875938",18.95,"2011Q4","1_ClassA","2_Between",4,14,7,2053,42.5064148,-71.1346403
"1875939",16.5,"2008Q3","3_ClassC","2_Between",3,26,2,1100,42.512138,-71.0349439
"1875940",15,"2010Q2","3_ClassC","2_Between",5,28,1,800,42.512138,-71.0349439
"1875941",15,"2010Q2","3_ClassC","3_FullService",1,29,1,1000,42.512138,-71.0349439
"1875974",20.95,"2008Q4","1_ClassA","2_Between",1,12,5,10660,42.5064148,-71.1346403
"1875976",18.95,"2010Q4","1_ClassA","2_Between",4,13,6,10660,42.5064148,-71.1346403
"1875977",17.95,"2010Q4","1_ClassA","2_Between",6,13,2,1457,42.5064148,-71.1346403
"1875991",22,"2010Q4","2_ClassB","2_Between",7,24,3,997,42.3626626,-71.1909406
"1875992",15,"2010Q4","3_ClassC","2_Between",1,26,2,1315,42.362684,-71.393962
"1875999",40,"2011Q3","1_ClassA","3_FullService",2,12,1,790,42.3634811,-71.0924978
"1876099",12,"2009Q1","2_ClassB","0_Unknown",1,6,1,800,42.0471434,-70.9553911
"1876106",17,"2005Q2","2_ClassB","3_FullService",4,10,2,948,42.5159176,-71.0872666
"1876107",17,"2007Q3","2_ClassB","3_FullService",4,12,2,880,42.5159176,-71.0872666
"1876108",17,"2007Q3","2_ClassB","3_FullService",4,12,2,817,42.5159176,-71.0872666
"1876159",22.5,"2010Q2","1_ClassA","2_Between",6,0,2,7500,42.502822,-71.137208
"1876170",16.5,"2010Q2","2_ClassB","2_Between",6,22,2,3500,42.0548116,-71.0624506
"1876173",17,"2005Q2","2_ClassB","3_FullService",3,10,1,2221,42.5159176,-71.0872666
"1876174",17,"2007Q3","2_ClassB","3_FullService",4,12,2,2088,42.5159176,-71.0872666
"1876175",17,"2007Q3","2_ClassB","3_FullService",4,12,1,4482,42.5159176,-71.0872666
"1876177",17,"2008Q2","2_ClassB","3_FullService",7,12,2,1153,42.5159176,-71.0872666
"1876178",10,"2008Q1","3_ClassC","1_Net",2,45,1,6430,42.5162731,-71.0470779
"1876217",17,"2005Q2","2_ClassB","3_FullService",5,10,1,1662,42.5159176,-71.0872666
"1876218",17,"2007Q3","2_ClassB","3_FullService",4,12,1,2398,42.5159176,-71.0872666
"1876313",16,"2010Q4","2_ClassB","1_Net",7,2,2,1143,42.0561509,-71.0693818
"1876314",16,"2010Q3","2_ClassB","1_Net",1,3,2,1378,42.0561509,-71.0693818
"1876316",16,"2009Q4","2_ClassB","1_Net",3,2,1,2560,42.0561509,-71.0693818
"1876327",17,"2008Q2","2_ClassB","3_FullService",3,13,2,1823,42.5159176,-71.0872666
"1876343",24,"2007Q3","1_ClassA","3_FullService",5,20,2,7332,42.5178467,-71.0945062
"1876344",24,"2007Q3","1_ClassA","3_FullService",5,20,2,6100,42.5178467,-71.0945062
"1876358",16.5,"2010Q2","2_ClassB","2_Between",4,23,1,3500,42.0548116,-71.0624506
"1876359",16,"2011Q2","2_ClassB","1_Net",1,4,2,2994,42.0561509,-71.0693818
"1876450",16,"2011Q1","2_ClassB","3_FullService",1,12,1,1200,42.5135718,-71.4256022
"1876462",14.95,"2006Q4","2_ClassB","2_Between",1,10,1,13491,42.5012018,-71.1623701
"1876463",17.5,"2011Q4","2_ClassB","2_Between",2,15,1,4283,42.5012018,-71.1623701
"1876464",19.5,"2011Q2","2_ClassB","2_Between",1,15,1,7117,42.5012018,-71.1623701
"1876501",14.95,"2007Q1","2_ClassB","2_Between",1,10,1,13491,42.5012018,-71.1623701
"1876510",24,"2007Q3","1_ClassA","3_FullService",5,20,1,926,42.5178467,-71.0945062
"1876511",24,"2007Q3","1_ClassA","3_FullService",5,20,1,8161,42.5178467,-71.0945062
"1876512",25,"2007Q3","1_ClassA","3_FullService",7,19,4,24755,42.5178467,-71.0945062
"1876523",16.5,"2011Q1","2_ClassB","2_Between",7,23,2,1600,42.0548116,-71.0624506
"1876524",16.5,"2010Q1","2_ClassB","2_Between",5,22,1,8000,42.0548116,-71.0624506
"1876548",12,"2007Q2","3_ClassC","2_Between",4,26,2,750,42.504596,-71.194347
"1876585",16.28,"2005Q2","3_ClassC","2_Between",4,24,2,700,42.504596,-71.194347
"1876607",24.5,"2009Q2","1_ClassA","2_Between",8,21,2,19736,42.5184046,-71.0435685
"1876608",24.5,"2009Q2","1_ClassA","2_Between",8,21,1,6880,42.5184046,-71.0435685
"1876619",17.95,"2007Q1","2_ClassB","1_Net",1,6,1,9000,42.5079549,-71.1504442
"1876620",16.95,"2006Q4","2_ClassB","2_Between",6,5,1,7945,42.5079549,-71.1504442
"1876622",16.95,"2006Q2","2_ClassB","2_Between",4,5,1,2039,42.5079549,-71.1504442
"1876676",12,"2010Q2","2_ClassB","3_FullService",2,7,1,800,42.0471434,-70.9553911
"1876690",13,"2006Q2","2_ClassB","2_Between",1,76,1,4000,42.372694,-71.2304058
"1876698",19.95,"2009Q1","2_ClassB","2_Between",1,8,2,7817,42.5079549,-71.1504442
"1876701",18.95,"2007Q2","2_ClassB","2_Between",1,7,1,2368,42.5079549,-71.1504442
"1876715",12,"2009Q4","3_ClassC","2_Between",1,29,2,700,42.504596,-71.194347
"1876738",17.95,"2007Q1","2_ClassB","1_Net",1,6,1,8929,42.5079549,-71.1504442
"1876739",16.95,"2006Q1","2_ClassB","2_Between",3,5,1,1230,42.5079549,-71.1504442
"1876746",10.5,"2009Q4","3_ClassC","2_Between",5,40,1,2000,42.505965,-71.193488
"1876752",20.5,"2007Q2","1_ClassA","2_Between",7,9,2,36799,42.5082731,-71.246465
"1876823",16.5,"2009Q2","2_ClassB","2_Between",2,22,3,4745.5,42.0548116,-71.0624506
"1876824",16.5,"2010Q2","2_ClassB","2_Between",6,22,3,1300,42.0548116,-71.0624506
"1876825",16.5,"2010Q2","2_ClassB","2_Between",4,23,3,2200,42.0548116,-71.0624506
"1876827",17,"2005Q2","2_ClassB","3_FullService",5,10,1,1243,42.5159176,-71.0872666
"1876829",17,"2005Q2","2_ClassB","3_FullService",9,9,2,781,42.5159176,-71.0872666
"1876831",17,"2007Q3","2_ClassB","3_FullService",4,12,1,1243,42.5159176,-71.0872666
"1876832",17,"2007Q3","2_ClassB","3_FullService",4,12,2,1664,42.5159176,-71.0872666
"1876851",24,"2007Q3","1_ClassA","3_FullService",7,19,2,10094,42.5178467,-71.0945062
"1876852",24,"2007Q3","1_ClassA","3_FullService",7,19,1,6214,42.5178467,-71.0945062
"1876863",21,"2006Q2","2_ClassB","0_Unknown",9,19,1,5249,42.3752519,-71.0544673
"1876923",20.5,"2007Q2","1_ClassA","2_Between",7,9,1,17268,42.5082731,-71.246465
"1876958",24,"2007Q3","1_ClassA","3_FullService",7,19,3,4255,42.5178467,-71.0945062
"1877009",16,"2010Q2","2_ClassB","1_Net",5,2,2,1871,42.0561509,-71.0693818
"1877046",21,"2011Q2","1_ClassA","3_FullService",13,9,2,4520,42.5094839,-71.0344825
"1877047",21,"2006Q1","1_ClassA","2_Between",1,6,3,26923,42.5094839,-71.0344825
"1877048",15,"2007Q1","2_ClassB","2_Between",2,23,2,2200,42.5102344,-71.0363757
"1877049",15,"2007Q1","2_ClassB","2_Between",2,23,1,1125,42.5102344,-71.0363757
"1877051",16.5,"2007Q2","3_ClassC","0_Unknown",6,24,2,1235,42.512138,-71.0349439
"1877052",16.5,"2007Q2","3_ClassC","0_Unknown",6,24,2,1235,42.512138,-71.0349439
"1877192",10,"2011Q2","2_ClassB","1_Net",1,81,1,2900,42.372694,-71.2304058
"1877208",15,"2009Q3","2_ClassB","3_FullService",3,17,3,3000,42.5081053,-71.1038308
"1877209",15,"2009Q3","2_ClassB","3_FullService",3,17,1,700,42.5081053,-71.1038308
"1877240",14.95,"2009Q3","3_ClassC","1_Net",2,41,1,1500,42.5087951,-71.1039254
"1877257",18,"2008Q1","2_ClassB","3_FullService",2,23,2,8635,42.5083831,-71.2425485
"1877277",18,"2008Q4","2_ClassB","2_Between",3,24,2,8979.5,42.5083831,-71.2425485
"1877278",12,"2011Q1","2_ClassB","3_FullService",6,25,1,3000,42.5083831,-71.2425485
"1877313",19,"2009Q4","3_ClassC","1_Net",6,2,1,1051,42.5081845,-71.104605
"1877316",12,"2011Q4","3_ClassC","2_Between",2,43,1,1000,42.505965,-71.193488
"1877366",20,"2008Q4","2_ClassB","1_Net",3,11,2,7300,42.375447,-71.092484
"1877367",20,"2009Q3","2_ClassB","1_Net",3,11,2,7300,42.375447,-71.092484
"1877375",12,"2011Q1","2_ClassB","2_Between",10,24,1,3000,42.5083831,-71.2425485
"1877420",20,"2008Q4","2_ClassB","1_Net",3,11,1,7300,42.375447,-71.092484
"1877510",15.95,"2005Q2","3_ClassC","2_Between",8,22,2,1227,42.512138,-71.0349439
"1877511",16.5,"2007Q4","3_ClassC","0_Unknown",4,25,2,1275,42.512138,-71.0349439
"1877512",16.2,"2008Q3","3_ClassC","2_Between",2,27,1,500,42.512138,-71.0349439
"1877618",15,"2008Q1","3_ClassC","2_Between",9,95,1,4000,42.376581,-71.238301
"1877619",15,"2011Q2","3_ClassC","2_Between",1,101,1,2500,42.376581,-71.238301
"1877648",17.25,"2006Q1","2_ClassB","3_FullService",6,15,3,9750,42.377276,-71.2591656
"1877787",16,"2011Q1","2_ClassB","1_Net",1,19,2,1100,42.5081053,-71.1038308
"1877915",11.95,"2011Q3","3_ClassC","1_Net",10,28,2,3000,42.509424,-71.132735
"1877919",17,"2006Q4","2_ClassB","3_FullService",2,17,3,3000,42.377276,-71.2591656
"1878202",18,"2008Q3","3_ClassC","2_Between",2,29,1,2625,42.074319,-71.0474511
"1878244",33,"2008Q3","2_ClassB","3_FullService",4,19,1,3789,42.3638666,-71.0610127
"1878245",24,"2006Q1","2_ClassB","3_FullService",1,17,4,4500,42.3638666,-71.0610127
"1878246",32.5,"2008Q3","2_ClassB","3_FullService",11,17,6,4443,42.3638666,-71.0610127
"1878266",24,"2006Q1","2_ClassB","3_FullService",1,17,5,4500,42.3638666,-71.0610127
"1878268",29,"2007Q3","2_ClassB","0_Unknown",6,22,3,8339,42.364477,-71.062102
"1878269",28.5,"2007Q2","2_ClassB","0_Unknown",9,21,4,11365,42.364477,-71.062102
"1878423",17.5,"2011Q2","3_ClassC","1_Net",6,19,1,915,42.3636601,-71.1624448
"1878424",27,"2006Q1","1_ClassA","3_FullService",15,17,12,3889,42.3637392,-71.079941
"1878425",26,"2005Q2","1_ClassA","3_FullService",7,18,11,17869,42.3637392,-71.079941
"1878552",20,"2005Q3","2_ClassB","3_FullService",14,0,2,1800,42.510254,-70.855917
"1878839",16,"2010Q1","2_ClassB","1_Net",4,32,2,1200,42.3642923,-71.1658072
"1878840",16,"2009Q1","2_ClassB","1_Net",7,30,2,3400,42.3642923,-71.1658072
"1878841",16,"2006Q2","2_ClassB","1_Net",5,28,1,2000,42.3642923,-71.1658072
"1878847",9,"2010Q2","2_ClassB","2_Between",2,47,1,1406,42.50941,-70.900605
"1878861",20.46,"2010Q3","2_ClassB","2_Between",5,7,3,5250,42.510254,-70.855917
"1879020",42,"2007Q1","1_ClassA","0_Unknown",1,21,8,5997,42.3658399,-71.0760949
"1879097",27,"2005Q3","1_ClassA","2_Between",1,20,11,10221,42.3637392,-71.079941
"1879098",27,"2006Q1","1_ClassA","2_Between",3,20,11,7648,42.3637392,-71.079941
"1879100",16,"2006Q2","2_ClassB","2_Between",9,7,3,14000,42.364191,-71.1942918
"1879102",16,"2008Q3","2_ClassB","1_Net",12,28,2,2800,42.3642923,-71.1658072
"1879160",28,"2005Q3","1_ClassA","3_FullService",13,17,16,18035,42.3637392,-71.079941
"1879164",16,"2007Q1","2_ClassB","2_Between",12,7,2,12500,42.364191,-71.1942918
"1879165",18,"2007Q2","2_ClassB","1_Net",2,9,1,5300,42.364191,-71.1942918
"1879166",16,"2007Q1","2_ClassB","2_Between",12,7,3,5200,42.364191,-71.1942918
"1879167",16,"2006Q2","2_ClassB","1_Net",3,28,2,900,42.3642923,-71.1658072
"1879229",36,"2006Q2","1_ClassA","0_Unknown",2,20,1,975,42.3658399,-71.0760949
"1879250",18,"2011Q1","2_ClassB","3_FullService",4,8,2,1266,42.510254,-70.855917
"1879251",20.46,"2011Q3","2_ClassB","2_Between",4,8,3,5250,42.510254,-70.855917
"1879290",45,"2007Q2","1_ClassA","0_Unknown",2,21,8,20623,42.3658399,-71.0760949
"1879291",36,"2006Q3","1_ClassA","0_Unknown",3,20,2,1450,42.3658399,-71.0760949
"1879640",10,"2005Q4","2_ClassB","1_Net",2,8,1,1200,42.5768025,-70.9713168
"1879641",10,"2006Q1","2_ClassB","1_Net",1,8,1,400,42.5768025,-70.9713168
"1879643",17,"2006Q1","2_ClassB","2_Between",14,18,1,1801,42.5787122,-70.8714735
"1879646",13.5,"2005Q2","1_ClassA","1_Net",7,5,2,18650,42.578804,-70.911891
"1879735",36,"2006Q2","1_ClassA","0_Unknown",2,20,2,1165,42.3658399,-71.0760949
"1879850",9.5,"2008Q4","2_ClassB","3_FullService",0,34,2,800,42.0491781,-71.3461577
"1879949",15,"2011Q2","2_ClassB","1_Net",2,1,1,1150,42.0539624,-71.4840725
"1879979",10,"2011Q2","2_ClassB","3_FullService",3,36,1,1200,42.0491781,-71.3461577
"1879993",15,"2008Q1","3_ClassC","1_Net",7,7,1,750,42.3707996,-71.1555527
"1880003",20,"2006Q1","2_ClassB","2_Between",6,20,2,2050,42.3725535,-71.1168402
"1880075",37,"2010Q4","2_ClassB","2_Between",2,26,2,966,42.3725535,-71.1168402
"1880077",45,"2005Q3","2_ClassB","3_FullService",6,4,2,5162,42.3726582,-71.1210455
"1880106",12,"2011Q1","2_ClassB","3_FullService",2,36,1,1500,42.0491781,-71.3461577
"1880117",38.5,"2011Q1","2_ClassB","2_Between",1,26,2,1798,42.3725535,-71.1168402
"1880126",15,"2010Q2","2_ClassB","1_Net",5,0,1,1150,42.0539624,-71.4840725
"1880143",10,"2006Q1","2_ClassB","1_Net",1,8,1,1000,42.5768025,-70.9713168
"1880145",17,"2005Q4","2_ClassB","2_Between",4,20,3,3900,42.5787122,-70.8714735
"1880147",13.5,"2005Q2","1_ClassA","1_Net",7,5,1,18650,42.578804,-70.911891
"1880283",10,"2007Q3","2_ClassB","1_Net",7,8,1,592,42.5768025,-70.9713168
"1880284",10,"2007Q1","2_ClassB","1_Net",4,9,1,1512,42.5768025,-70.9713168
"1880478",15,"2010Q3","2_ClassB","1_Net",6,0,1,1164,42.0539624,-71.4840725
"1880482",8,"2008Q4","3_ClassC","3_FullService",3,38,1,1600,42.0549997,-71.0533266
"1880488",20,"2009Q2","3_ClassC","3_FullService",2,48,1,1500,42.0579887,-71.0694055
"1880592",18.75,"2005Q3","2_ClassB","3_FullService",3,44,2,2840,42.3754054,-71.1095426
"1880623",16,"2010Q3","3_ClassC","2_Between",2,24,1,932,42.376559,-71.267854
"1880674",18.75,"2008Q1","3_ClassC","2_Between",4,21,1,1382,42.376559,-71.267854
"1880675",16.81,"2010Q2","3_ClassC","3_FullService",2,23,1,696,42.376559,-71.267854
"1880710",16,"2007Q3","2_ClassB","3_FullService",12,0,4,4778,42.376088,-71.246316
"1880712",21,"2006Q2","2_ClassB","3_FullService",13,20,2,8546,42.3765715,-71.274066
"1880713",19,"2005Q2","2_ClassB","3_FullService",0,22,2,4000,42.3765715,-71.274066
"1880725",22,"2010Q1","2_ClassB","2_Between",4,26,2,2200,42.366825,-71.082718
"1880726",21,"2010Q4","2_ClassB","2_Between",3,27,2,7800,42.366825,-71.082718
"1880727",22.5,"2009Q3","2_ClassB","2_Between",2,26,4,2961,42.366825,-71.082718
"1880738",21,"2009Q2","2_ClassB","3_FullService",8,3,2,4778,42.376088,-71.246316
"1880746",23,"2005Q2","1_ClassA","2_Between",1,17,3,2130,42.3661782,-71.0924
"1880748",21,"2010Q3","2_ClassB","2_Between",6,26,2,2500,42.366825,-71.082718
"1880750",21,"2010Q4","2_ClassB","2_Between",7,26,2,3500,42.366825,-71.082718
"1880752",14,"2009Q2","3_ClassC","3_FullService",6,80,3,850,42.287488,-71.423076
"1880758",14.75,"2010Q4","3_ClassC","2_Between",1,35,1,650,42.0643085,-71.2475653
"1880760",19,"2005Q4","2_ClassB","3_FullService",2,22,2,6374,42.3765715,-71.274066
"1880761",19,"2005Q4","2_ClassB","3_FullService",2,22,1,4408,42.3765715,-71.274066
"1880772",23,"2005Q3","1_ClassA","2_Between",3,16,2,6090,42.3661782,-71.0924
"1880774",21,"2011Q2","2_ClassB","2_Between",5,13,2,3600,42.366664,-71.1883219
"1881327",20,"2010Q1","2_ClassB","2_Between",2,12,1,3820.5,42.366664,-71.1883219
"1881418",30,"2008Q3","2_ClassB","0_Unknown",4,19,2,4651,42.3638666,-71.0610127
"1881419",24,"2006Q1","2_ClassB","0_Unknown",9,19,2,9011,42.364477,-71.062102
"1881420",22.75,"2006Q2","2_ClassB","0_Unknown",7,20,1,6160,42.364477,-71.062102
"1881431",26,"2007Q2","2_ClassB","0_Unknown",13,19,2,2521,42.3752519,-71.0544673
"1881432",23.5,"2007Q1","2_ClassB","0_Unknown",5,20,2,2650,42.3752519,-71.0544673
"1881513",14.75,"2011Q1","3_ClassC","3_FullService",1,35,1,1320,42.0643085,-71.2475653
"1881516",14.75,"2011Q1","3_ClassC","2_Between",2,35,1,1050,42.0643085,-71.2475653
"1881525",11.25,"2009Q2","2_ClassB","3_FullService",4,22,2,700,42.2880166,-71.3510346
"1881528",28,"2009Q1","1_ClassA","2_Between",5,4,2,7704,42.2908127,-71.2372023
"1881530",15.5,"2006Q2","2_ClassB","2_Between",4,32,3,1400,42.2933153,-71.4088073
"1881531",17.5,"2008Q4","2_ClassB","2_Between",2,35,3,1800,42.2933153,-71.4088073
"1881613",21,"2006Q2","2_ClassB","0_Unknown",9,19,4,7350,42.3752519,-71.0544673
"1881637",30,"2008Q3","2_ClassB","3_FullService",11,17,3,4651,42.3638666,-71.0610127
"1881643",19,"2008Q4","2_ClassB","1_Net",8,86,1,600,42.2876989,-71.0639372
"1881766",19.63,"2007Q1","2_ClassB","3_FullService",0,21,1,1100,42.2880166,-71.3510346
"1881768",16.61,"2008Q4","2_ClassB","3_FullService",2,22,1,1300,42.2880166,-71.3510346
"1881769",14.5,"2010Q3","3_ClassC","2_Between",7,76,1,1300,42.2900129,-71.4256545
"1881770",14.5,"2010Q3","3_ClassC","2_Between",7,76,1,1800,42.2900129,-71.4256545
"1881771",14.5,"2010Q3","3_ClassC","2_Between",7,76,2,500,42.2900129,-71.4256545
"1881772",15,"2006Q3","2_ClassB","2_Between",5,32,3,1800,42.2933153,-71.4088073
"1881778",18,"2006Q1","2_ClassB","2_Between",4,24,2,1400,42.379558,-71.1731308
"1881780",17,"2008Q4","2_ClassB","2_Between",2,35,2,1600,42.2933153,-71.4088073
"1881801",14.75,"2008Q3","3_ClassC","0_Unknown",3,32,2,980,42.0643085,-71.2475653
"1881814",12,"2005Q4","3_ClassC","3_FullService",1,78,1,420,42.287488,-71.423076
"1881818",19.43,"2007Q2","3_ClassC","1_Net",1,105,1,1050,42.288559,-71.423823
"1881825",18,"2008Q3","2_ClassB","0_Unknown",2,27,2,1350,42.379558,-71.1731308
"1881828",16,"2010Q3","2_ClassB","3_FullService",10,38,3,1329,42.2943892,-71.2364435
"1881922",24.75,"2006Q2","3_ClassC","2_Between",6,8,3,3345,42.3780803,-71.1064484
"1881929",11.25,"2009Q2","2_ClassB","3_FullService",4,22,2,700,42.2880166,-71.3510346
"1881931",25,"2007Q4","1_ClassA","2_Between",2,4,2,2350,42.2908127,-71.2372023
"1881932",23,"2010Q2","1_ClassA","2_Between",10,4,2,2892,42.2908127,-71.2372023
"1881935",17.5,"2008Q4","2_ClassB","2_Between",2,35,1,2500,42.2933153,-71.4088073
"1881947",25,"2010Q1","2_ClassB","2_Between",3,21,2,1702,42.3735256,-71.0934342
"1881950",18,"2010Q3","2_ClassB","2_Between",2,22,1,1827,42.3735256,-71.0934342
"1881961",18,"2007Q1","2_ClassB","2_Between",4,20,2,685,42.3743443,-71.0878824
"1881962",14.5,"2008Q4","2_ClassB","2_Between",14,19,1,5369,42.3743443,-71.0878824
"1881974",20,"2007Q1","3_ClassC","2_Between",0,24,2,4370,42.2958512,-71.2388458
"1881976",20,"2007Q2","3_ClassC","2_Between",1,24,1,3185,42.2958512,-71.2388458
"1881990",17,"2007Q1","2_ClassB","0_Unknown",2,1,1,1220,42.0671039,-71.2468588
"1881991",17,"2006Q4","2_ClassB","0_Unknown",1,1,3,3100,42.0671039,-71.2468588
"1882000",20,"2010Q3","2_ClassB","2_Between",2,22,1,1242,42.3735256,-71.0934342
"1882001",15,"2006Q1","2_ClassB","2_Between",6,16,1,1300,42.3735256,-71.0934342
"1882004",14,"2008Q1","2_ClassB","2_Between",2,21,2,1174,42.3743443,-71.0878824
"1882006",14.5,"2008Q2","2_ClassB","2_Between",9,20,2,2430,42.3743443,-71.0878824
"1882043",14.5,"2008Q2","2_ClassB","2_Between",9,20,2,2195,42.3743443,-71.0878824
"1882044",14,"2007Q3","2_ClassB","2_Between",6,20,3,1673,42.3743443,-71.0878824
"1882046",15,"2010Q3","2_ClassB","2_Between",3,23,3,1247,42.3743443,-71.0878824
"1882050",16,"2010Q3","3_ClassC","3_FullService",2,30,1,10000,42.074173,-71.038578
"1882051",16,"2011Q4","3_ClassC","1_Net",1,31,1,10000,42.074173,-71.038578
"1882052",17.75,"2006Q2","2_ClassB","2_Between",11,13,2,1500,42.0747581,-71.4187356
"1882053",17.5,"2006Q3","2_ClassB","2_Between",1,16,2,4200,42.0747581,-71.4187356
"1882054",17,"2011Q2","2_ClassB","2_Between",10,35,2,972,42.2964072,-71.4250763
"1882055",17,"2010Q2","2_ClassB","2_Between",14,33,1,921,42.2964072,-71.4250763
"1882056",13.5,"2007Q1","2_ClassB","1_Net",11,44,1,8800,42.296408,-71.3860698
"1882074",17.5,"2007Q4","2_ClassB","2_Between",3,31,1,727,42.384458,-71.265518
"1882075",17.75,"2006Q1","2_ClassB","2_Between",0,16,3,4300,42.0747581,-71.4187356
"1882111",19,"2008Q4","2_ClassB","2_Between",5,34,2,1500,42.2964072,-71.4250763
"1882112",15,"2009Q4","3_ClassC","2_Between",3,27,1,600,42.0195529,-71.4951496
"1882146",18,"2007Q3","2_ClassB","2_Between",9,15,3,4306,42.0747581,-71.4187356
"1882192",16,"2011Q3","2_ClassB","3_FullService",4,40,2,1035,42.2943892,-71.2364435
"1882195",20.4,"2005Q2","3_ClassC","3_FullService",0,22,2,500,42.2958512,-71.2388458
"1882197",16.5,"2011Q1","3_ClassC","2_Between",4,27,1,2500,42.2958512,-71.2388458
"1882286",35,"2005Q2","2_ClassB","1_Net",0,30,2,1200,42.3730401,-71.1206193
