Quarters,AskingRate,,,,Boston Office Leased Lists from Y2005-Y2010
7,20,,,,
5,19,,,,
7,18.5,,,,
6,18,,,,
7,20,,,,
4,15.5,,,,
4,15.5,,,,
4,15.5,,,,
2,15,,,,
7,20,,,,
10,20,,,,
11,19,,,,
8,15.5,,,,
2,15.5,,,,
1,18.5,,,,
14,18.5,,,,
3,7.2,,,,
4,16,,,,
2,16,,,,
2,16,,,,
5,16,,,,
10,18,,,,
3,23,,,,
3,23,,,,
5,20.5,,,,
0,13,,,,
3,19,,,,
9,18.5,,,,
3,48,,,,
10,48,,,,
1,11.07,,,,
1,15,,,,
7,22,,,,
5,22,,,,
1,16,,,,
7,15.27,,,,
6,18.5,,,,
2,22,,,,
2,13.71,,,,
5,9.6,,,,
8,26,,,,
1,52.17,,,,
0,11.25,,,,
3,11.25,,,,
1,26,,,,
1,26,,,,
1,26,,,,
2,32,,,,
13,17,,,,
8,17,,,,
3,29,,,,
3,29,,,,
5,27.5,,,,
4,34,,,,
13,18.5,,,,
3,17.5,,,,
1,10,,,,
1,11,,,,
0,17,,,,
4,17,,,,
9,13.63,,,,
4,17,,,,
5,12,,,,
2,13.5,,,,
2,13.5,,,,
6,13.5,,,,
1,12,,,,
2,13.5,,,,
1,13.5,,,,
1,18,,,,
3,18,,,,
2,18,,,,
5,18,,,,
4,17,,,,
3,18,,,,
5,20,,,,
3,20,,,,
4,18,,,,
0,20,,,,
1,20,,,,
1,20,,,,
2,34,,,,
2,34,,,,
2,34,,,,
1,34,,,,
3,31,,,,
1,30,,,,
3,31,,,,
6,20,,,,
6,20,,,,
3,34,,,,
2,28,,,,
1,35,,,,
2,23.5,,,,
5,23.5,,,,
6,27.5,,,,
15,24.5,,,,
0,25,,,,
1,27.5,,,,
4,25,,,,
1,31.71,,,,
1,38.22,,,,
0,12,,,,
1,18.5,,,,
3,18.5,,,,
3,14,,,,
2,20,,,,
4,23,,,,
5,20,,,,
4,21,,,,
2,21,,,,
14,9.5,,,,
14,9.5,,,,
3,18.5,,,,
1,19,,,,
1,40,,,,
4,32,,,,
1,37,,,,
1,30,,,,
2,28,,,,
2,16.3,,,,
2,23.5,,,,
2,23.5,,,,
2,23.5,,,,
7,10.78,,,,
11,25,,,,
12,25,,,,
2,13.5,,,,
1,44,,,,
1,43.9,,,,
2,38.4,,,,
2,39.06,,,,
1,41,,,,
2,23,,,,
5,23,,,,
0,18,,,,
4,10,,,,
6,30.5,,,,
13,25,,,,
16,25,,,,
2,12.6,,,,
2,9.5,,,,
6,9.5,,,,
10,9.5,,,,
1,9.3,,,,
11,25,,,,
1,9.3,,,,
1,9.3,,,,
1,9.3,,,,
6,17.5,,,,
5,17.5,,,,
0,20,,,,
6,16.95,,,,
1,16.95,,,,
8,12,,,,
1,16,,,,
9,16,,,,
2,16.95,,,,
5,16.95,,,,
1,12,,,,
2,27.5,,,,
1,29,,,,
3,32,,,,
6,27,,,,
3,27,,,,
7,18,,,,
3,27,,,,
3,26,,,,
3,21,,,,
0,20,,,,
4,17.5,,,,
1,17.5,,,,
2,23,,,,
2,29,,,,
2,29,,,,
2,23,,,,
1,28,,,,
3,29,,,,
5,21,,,,
2,23,,,,
1,14.5,,,,
13,14.5,,,,
10,17.5,,,,
4,14.5,,,,
7,17.5,,,,
0,20,,,,
1,17.5,,,,
2,18,,,,
0,20,,,,
2,17.5,,,,
2,17.5,,,,
4,42,,,,
1,50,,,,
1,45,,,,
1,55,,,,
1,46,,,,
6,60,,,,
7,12.27,,,,
0,22,,,,
6,15.5,,,,
6,12.5,,,,
5,30,,,,
2,23,,,,
2,20,,,,
0,13,,,,
7,14.5,,,,
8,14.25,,,,
2,14.5,,,,
1,14.25,,,,
1,14.25,,,,
3,25,,,,
3,14.8,,,,
3,18.43,,,,
4,17.5,,,,
5,17.5,,,,
12,7,,,,
3,7,,,,
3,17.5,,,,
3,18,,,,
0,17.5,,,,
4,27,,,,
9,42,,,,
7,55,,,,
6,52,,,,
9,52,,,,
1,15,,,,
5,15,,,,
6,15,,,,
1,8,,,,
4,16,,,,
5,16,,,,
1,17.87,,,,
5,12,,,,
2,22.5,,,,
2,24,,,,
1,34,,,,
2,32.72,,,,
2,34,,,,
0,22,,,,
11,20,,,,
4,19,,,,
3,17.47,,,,
2,20,,,,
3,19,,,,
1,19.5,,,,
0,18,,,,
0,18,,,,
2,18,,,,
6,18,,,,
9,22,,,,
4,18,,,,
2,18,,,,
3,23,,,,
4,23,,,,
2,23,,,,
4,23,,,,
1,25.5,,,,
2,26,,,,
9,22,,,,
2,27,,,,
2,26.18,,,,
5,26.18,,,,
8,26,,,,
1,24,,,,
1,24,,,,
10,23,,,,
2,26,,,,
8,26,,,,
5,26,,,,
0,24,,,,
0,26,,,,
5,26,,,,
1,26,,,,
1,27.6,,,,
3,26,,,,
1,14.75,,,,
3,14.75,,,,
1,14.75,,,,
2,14.75,,,,
2,22,,,,
4,13.24,,,,
1,22,,,,
1,22,,,,
2,22,,,,
1,23,,,,
1,22,,,,
3,19,,,,
7,18.5,,,,
5,18,,,,
1,18.5,,,,
1,14.95,,,,
4,14.95,,,,
3,14.95,,,,
2,14.95,,,,
6,14.95,,,,
12,14.95,,,,
3,14.95,,,,
2,14.95,,,,
1,14.95,,,,
1,14.95,,,,
3,14.95,,,,
13,14.95,,,,
1,14.95,,,,
1,14.95,,,,
3,14.95,,,,
3,14.95,,,,
10,14.95,,,,
1,15.95,,,,
1,14.95,,,,
3,14.95,,,,
1,14.95,,,,
10,14.95,,,,
3,14.95,,,,
1,20,,,,
1,24,,,,
4,20,,,,
1,20,,,,
1,23,,,,
3,16.5,,,,
1,19,,,,
1,17.5,,,,
3,19,,,,
2,18,,,,
6,16,,,,
2,17.5,,,,
3,15,,,,
3,18,,,,
5,18.5,,,,
1,16.75,,,,
5,16,,,,
3,16.75,,,,
4,16.75,,,,
4,16.75,,,,
0,15,,,,
1,17.5,,,,
9,18.25,,,,
1,12,,,,
1,15,,,,
1,12,,,,
1,16,,,,
1,16,,,,
4,12,,,,
1,12,,,,
1,21,,,,
1,12,,,,
1,10,,,,
1,15,,,,
8,18,,,,
2,18,,,,
2,11,,,,
4,16.94,,,,
0,19,,,,
3,21,,,,
4,21,,,,
2,21,,,,
6,22,,,,
2,22,,,,
1,18,,,,
3,13.71,,,,
3,12,,,,
1,35,,,,
1,35,,,,
4,35,,,,
5,35,,,,
3,22,,,,
1,30,,,,
1,19,,,,
4,23,,,,
7,22,,,,
3,23,,,,
3,23,,,,
3,23,,,,
3,23,,,,
8,20,,,,
1,29,,,,
3,29,,,,
3,10,,,,
8,12,,,,
5,23,,,,
0,30,,,,
0,23,,,,
2,18,,,,
3,23,,,,
4,18.5,,,,
6,48,,,,
0,45,,,,
2,23,,,,
2,23,,,,
2,23,,,,
15,32,,,,
3,23,,,,
5,32,,,,
4,29.5,,,,
4,29.5,,,,
2,25,,,,
5,26,,,,
3,21.5,,,,
2,30.5,,,,
4,27,,,,
3,30,,,,
3,18,,,,
16,38,,,,
5,10,,,,
11,50,,,,
1,41,,,,
1,40,,,,
3,46,,,,
1,46,,,,
1,46,,,,
4,39,,,,
5,19.5,,,,
5,19.5,,,,
7,18,,,,
5,18,,,,
2,18,,,,
2,10,,,,
5,19.35,,,,
7,10,,,,
1,10,,,,
1,10,,,,
1,18,,,,
11,15.02,,,,
1,15,,,,
6,11.63,,,,
7,9,,,,
0,14,,,,
3,11,,,,
0,14,,,,
1,14,,,,
1,14,,,,
2,14.95,,,,
4,24,,,,
4,24,,,,
1,20,,,,
13,17,,,,
3,12,,,,
2,13.75,,,,
1,10,,,,
2,8.33,,,,
12,14,,,,
12,14,,,,
3,17.5,,,,
6,19.68,,,,
6,12,,,,
3,34,,,,
7,37,,,,
2,57.5,,,,
4,45,,,,
1,57.5,,,,
8,49.5,,,,
3,34,,,,
6,16,,,,
2,16,,,,
2,14.81,,,,
5,17,,,,
1,16.5,,,,
6,15,,,,
5,15,,,,
4,15.83,,,,
6,16.67,,,,
6,15.41,,,,
2,15.75,,,,
1,16.67,,,,
2,25,,,,
2,25,,,,
6,35,,,,
3,32.5,,,,
1,66,,,,
1,66,,,,
1,66,,,,
0,26,,,,
1,26,,,,
3,26,,,,
2,30,,,,
2,32,,,,
1,26,,,,
1,30,,,,
1,30,,,,
1,30,,,,
2,30,,,,
7,32,,,,
2,30,,,,
1,32,,,,
0,25,,,,
1,20,,,,
6,20,,,,
1,20,,,,
0,21,,,,
5,21,,,,
7,21,,,,
4,20,,,,
0,20,,,,
2,20,,,,
0,21,,,,
14,21,,,,
2,15,,,,
1,21,,,,
8,21,,,,
5,13.5,,,,
5,13.5,,,,
5,13.5,,,,
2,16.5,,,,
1,16.5,,,,
5,16,,,,
13,17,,,,
1,16.5,,,,
13,16.5,,,,
4,36,,,,
1,32,,,,
1,28,,,,
2,36,,,,
1,18.95,,,,
1,15.95,,,,
4,15.95,,,,
3,18.95,,,,
4,18.95,,,,
4,15.95,,,,
3,15.95,,,,
1,16.95,,,,
4,14.95,,,,
1,14.95,,,,
3,15.95,,,,
4,15.95,,,,
3,16.95,,,,
7,17.95,,,,
1,15.95,,,,
0,14.95,,,,
3,14.95,,,,
1,14.95,,,,
1,15.95,,,,
4,16.95,,,,
1,15.95,,,,
1,14.95,,,,
7,16.95,,,,
6,16.95,,,,
2,18.95,,,,
8,23,,,,
1,18.5,,,,
3,23,,,,
4,18.5,,,,
0,18.5,,,,
4,23,,,,
1,21,,,,
1,21,,,,
7,23,,,,
9,13,,,,
5,12,,,,
9,13,,,,
3,24,,,,
3,24,,,,
3,24,,,,
5,14,,,,
2,12,,,,
2,12,,,,
8,14,,,,
8,12,,,,
8,12,,,,
2,21,,,,
7,23,,,,
7,22,,,,
2,33.41,,,,
3,32,,,,
3,27,,,,
0,27,,,,
2,27,,,,
0,27,,,,
2,27,,,,
1,27,,,,
5,15,,,,
8,15,,,,
11,15,,,,
13,15,,,,
1,15,,,,
5,17,,,,
5,15,,,,
2,15,,,,
3,16,,,,
3,15,,,,
2,17.95,,,,
2,18.95,,,,
2,19.95,,,,
5,18.95,,,,
3,18.95,,,,
5,18.95,,,,
7,18.95,,,,
8,17.95,,,,
3,20.95,,,,
3,20.95,,,,
1,19.95,,,,
2,20.95,,,,
10,20.95,,,,
5,19.95,,,,
6,19.95,,,,
6,19.95,,,,
3,22.35,,,,
8,19.95,,,,
2,19.95,,,,
3,18.95,,,,
8,18.95,,,,
3,18.95,,,,
5,15,,,,
4,15,,,,
15,10,,,,
1,23.5,,,,
1,27,,,,
6,18.5,,,,
6,18.5,,,,
13,19,,,,
8,18.5,,,,
0,17,,,,
0,17,,,,
1,15,,,,
2,12,,,,
2,14.5,,,,
0,23,,,,
1,23,,,,
4,25,,,,
2,60,,,,
3,60,,,,
9,25,,,,
1,28,,,,
5,35,,,,
2,33.5,,,,
3,20,,,,
4,15,,,,
2,17,,,,
2,17,,,,
1,12,,,,
3,18,,,,
2,17,,,,
5,17,,,,
2,12,,,,
11,12,,,,
1,12,,,,
1,18,,,,
1,18,,,,
2,18,,,,
1,30.4,,,,
4,38,,,,
6,32.5,,,,
4,36,,,,
4,36,,,,
3,16,,,,
2,35,,,,
6,26,,,,
6,28,,,,
2,21.5,,,,
4,19.5,,,,
4,19.5,,,,
2,19.5,,,,
0,19.5,,,,
6,19.5,,,,
7,19.5,,,,
3,19.5,,,,
3,19.5,,,,
16,18,,,,
6,19.5,,,,
3,28.5,,,,
9,28.5,,,,
4,28.5,,,,
7,36,,,,
1,25,,,,
1,27,,,,
0,25,,,,
3,27,,,,
4,27,,,,
5,31,,,,
1,25,,,,
1,25,,,,
1,25,,,,
4,26,,,,
4,11,,,,
2,17.33,,,,
2,22,,,,
0,25,,,,
1,25,,,,
1,26,,,,
3,32.5,,,,
3,32.5,,,,
0,27,,,,
4,27,,,,
7,27,,,,
1,27,,,,
6,30,,,,
3,27,,,,
1,25.5,,,,
5,23,,,,
1,25,,,,
0,23,,,,
2,25,,,,
5,25,,,,
7,23,,,,
2,26.75,,,,
1,11.32,,,,
4,14.95,,,,
4,15.95,,,,
3,16.95,,,,
3,32.5,,,,
3,32.5,,,,
2,17.95,,,,
8,18.95,,,,
1,35,,,,
4,29.5,,,,
7,11.75,,,,
5,12,,,,
2,17,,,,
3,16,,,,
6,13,,,,
6,17,,,,
6,17,,,,
3,23,,,,
1,23,,,,
2,16.24,,,,
0,21,,,,
3,20.8,,,,
3,23,,,,
1,21.65,,,,
14,22.5,,,,
2,29.25,,,,
1,12,,,,
3,42.5,,,,
1,32,,,,
2,38,,,,
3,38,,,,
0,36,,,,
0,36,,,,
4,38,,,,
1,29,,,,
0,29.5,,,,
2,23,,,,
1,22.5,,,,
1,23,,,,
3,26.5,,,,
1,23,,,,
1,22.5,,,,
10,22.5,,,,
4,17,,,,
1,17,,,,
8,27,,,,
3,32,,,,
5,28,,,,
3,28,,,,
8,28,,,,
13,28,,,,
7,28,,,,
2,19.5,,,,
3,21.5,,,,
1,20,,,,
0,19,,,,
0,19.5,,,,
6,20,,,,
1,20,,,,
3,19.5,,,,
2,21.5,,,,
4,21.5,,,,
2,19.5,,,,
6,21.5,,,,
8,20,,,,
1,14.5,,,,
12,14.5,,,,
3,15.5,,,,
1,15.5,,,,
1,15,,,,
0,15.5,,,,
4,18,,,,
1,15.5,,,,
3,15.5,,,,
3,25,,,,
2,23,,,,
3,18,,,,
3,18,,,,
2,25,,,,
1,27,,,,
2,50.4,,,,
2,20,,,,
2,20,,,,
3,23.5,,,,
2,21.5,,,,
2,23,,,,
1,25,,,,
2,32,,,,
3,32,,,,
3,26,,,,
7,11.95,,,,
5,14.95,,,,
6,19.95,,,,
11,19.95,,,,
5,14.95,,,,
10,19.95,,,,
2,11.95,,,,
1,14.95,,,,
5,14.95,,,,
6,19.95,,,,
6,11.95,,,,
8,20.95,,,,
2,11.95,,,,
13,12.95,,,,
2,11.95,,,,
2,16.95,,,,
2,11.95,,,,
0,16.95,,,,
8,18.95,,,,
2,29.95,,,,
1,16.95,,,,
2,18.29,,,,
1,18.95,,,,
3,16.95,,,,
12,12.95,,,,
7,6.75,,,,
2,11.95,,,,
1,11.95,,,,
4,14.95,,,,
5,14.95,,,,
4,22.95,,,,
10,22.95,,,,
16,14.95,,,,
2,14.95,,,,
16,22.95,,,,
2,11.95,,,,
6,20.95,,,,
2,19.75,,,,
5,22,,,,
5,22,,,,
2,19.75,,,,
10,18,,,,
2,17.5,,,,
7,17.5,,,,
6,17.5,,,,
2,18.35,,,,
0,14.95,,,,
5,14.95,,,,
1,24.7,,,,
4,14.95,,,,
10,24.65,,,,
1,16.95,,,,
8,14.95,,,,
5,14.95,,,,
1,11.95,,,,
2,14.95,,,,
6,11.95,,,,
4,11.95,,,,
2,24.84,,,,
4,24.38,,,,
5,14.95,,,,
1,8.1,,,,
2,14.95,,,,
1,18.35,,,,
0,24.65,,,,
6,14.95,,,,
2,11.95,,,,
2,15.35,,,,
1,11.95,,,,
1,14.95,,,,
10,14.95,,,,
5,15.95,,,,
7,18.35,,,,
10,18,,,,
3,19.5,,,,
5,19.5,,,,
12,22,,,,
2,23,,,,
2,23,,,,
3,35,,,,
1,27,,,,
4,28,,,,
4,28,,,,
2,28,,,,
2,31,,,,
7,15,,,,
8,25,,,,
6,13.2,,,,
5,23.5,,,,
0,33.79,,,,
4,34.3,,,,
0,54,,,,
2,22,,,,
1,20,,,,
1,22,,,,
0,17,,,,
3,19.5,,,,
1,26.5,,,,
2,18,,,,
3,22,,,,
5,15,,,,
6,15,,,,
2,15,,,,
6,21.67,,,,
6,21.67,,,,
2,20,,,,
5,22,,,,
3,23.5,,,,
8,12.55,,,,
8,12,,,,
8,12.6,,,,
8,12.61,,,,
2,25,,,,
9,14,,,,
2,17.5,,,,
4,16.98,,,,
3,15.04,,,,
3,14.74,,,,
1,14.74,,,,
1,16.74,,,,
2,17.14,,,,
2,12,,,,
9,14,,,,
2,11.07,,,,
9,12,,,,
4,10,,,,
2,12.5,,,,
2,21.5,,,,
1,13.5,,,,
1,12,,,,
5,15,,,,
7,6.5,,,,
0,8.25,,,,
9,17.5,,,,
2,16,,,,
1,21.5,,,,
4,21.5,,,,
8,17,,,,
7,15,,,,
2,22,,,,
9,20,,,,
3,9.38,,,,
6,9.6,,,,
3,10.5,,,,
6,12,,,,
5,12,,,,
5,12,,,,
3,12,,,,
5,12,,,,
5,12,,,,
3,12,,,,
6,12,,,,
1,12,,,,
7,7.2,,,,
7,6.86,,,,
0,27,,,,
0,27,,,,
1,14.4,,,,
1,13,,,,
2,16.5,,,,
1,13.5,,,,
2,11.92,,,,
0,20,,,,
11,29.5,,,,
16,25,,,,
4,16,,,,
4,12.5,,,,
0,20,,,,
1,18.5,,,,
3,20,,,,
3,20,,,,
3,20,,,,
0,18.5,,,,
3,21,,,,
3,20,,,,
3,16.98,,,,
1,15.8,,,,
1,10.58,,,,
6,22,,,,
1,18,,,,
4,12,,,,
2,19,,,,
2,19,,,,
0,18,,,,
3,12,,,,
4,20,,,,
4,20,,,,
1,15,,,,
2,16.8,,,,
3,16.32,,,,
2,20,,,,
2,20,,,,
2,19,,,,
6,8,,,,
6,23,,,,
4,12.5,,,,
2,16,,,,
11,11,,,,
7,10.32,,,,
2,14.16,,,,
2,12.95,,,,
2,9.71,,,,
1,13,,,,
3,12,,,,
3,12,,,,
1,13.71,,,,
2,11,,,,
2,11,,,,
2,11,,,,
7,15.13,,,,
5,17.09,,,,
2,18,,,,
5,15,,,,
2,11.5,,,,
2,10,,,,
3,14.4,,,,
1,8,,,,
9,18,,,,
4,12.7,,,,
4,12.7,,,,
0,15,,,,
3,15,,,,
8,17,,,,
1,12,,,,
0,20,,,,
1,9,,,,
2,35,,,,
7,40,,,,
8,30,,,,
4,16,,,,
1,20,,,,
1,20,,,,
1,14.92,,,,
9,18.33,,,,
2,17.77,,,,
7,15,,,,
6,12.5,,,,
9,12.5,,,,
2,13,,,,
8,14,,,,
7,26,,,,
5,15,,,,
5,15,,,,
12,22,,,,
6,14,,,,
4,18.72,,,,
2,17.88,,,,
1,16.95,,,,
1,16.95,,,,
7,20,,,,
7,12,,,,
1,35,,,,
14,12.92,,,,
7,10.59,,,,
2,18,,,,
2,12,,,,
4,14,,,,
9,14,,,,
1,9.27,,,,
6,15.25,,,,
8,9,,,,
1,13.88,,,,
11,17.14,,,,
1,15,,,,
9,16.725,,,,
2,15.2,,,,
3,16,,,,
1,15,,,,
4,15,,,,
3,22,,,,
5,22,,,,
4,22,,,,
4,22,,,,
4,22,,,,
3,12,,,,
1,22,,,,
6,22.5,,,,
0,22.5,,,,
3,22.5,,,,
3,22.5,,,,
2,16,,,,
1,16,,,,
7,19,,,,
6,19,,,,
3,18.5,,,,
1,18.5,,,,
5,17.75,,,,
15,17.75,,,,
4,17,,,,
2,18.5,,,,
1,18.5,,,,
7,19,,,,
7,19.5,,,,
6,19.5,,,,
5,19,,,,
3,18.5,,,,
5,15,,,,
2,16.5,,,,
2,16.5,,,,
1,16.5,,,,
10,17,,,,
5,21,,,,
5,22.5,,,,
4,21,,,,
6,14,,,,
9,24.5,,,,
9,24.5,,,,
8,24.5,,,,
5,24.5,,,,
4,14.4,,,,
7,12,,,,
2,12,,,,
5,14.4,,,,
3,22,,,,
3,24,,,,
1,17.85,,,,
1,15,,,,
1,22.28,,,,
4,16,,,,
2,15.15,,,,
3,12.5,,,,
3,12.5,,,,
1,25,,,,
0,15.25,,,,
2,15,,,,
1,27.5,,,,
4,26,,,,
6,27.5,,,,
3,17,,,,
2,17,,,,
3,17,,,,
4,17,,,,
13,18,,,,
1,16.68,,,,
7,22,,,,
2,15,,,,
4,19.95,,,,
1,20.75,,,,
0,21.75,,,,
4,32,,,,
8,33.5,,,,
6,38,,,,
2,38,,,,
8,33.5,,,,
1,33.5,,,,
2,28,,,,
2,32,,,,
3,9.95,,,,
1,9.95,,,,
9,9.95,,,,
2,9.95,,,,
0,9.95,,,,
2,9.95,,,,
2,9.95,,,,
4,9.95,,,,
6,9.95,,,,
4,9.95,,,,
0,9.95,,,,
1,9.95,,,,
2,9.95,,,,
2,9.95,,,,
5,9.95,,,,
3,9.95,,,,
1,9.95,,,,
3,9.95,,,,
4,9.95,,,,
4,9.95,,,,
2,9.95,,,,
0,9.95,,,,
0,9.95,,,,
3,14.5,,,,
9,13,,,,
8,12,,,,
7,37,,,,
7,37,,,,
2,39,,,,
4,39,,,,
0,35,,,,
5,12,,,,
3,15,,,,
5,12,,,,
7,19,,,,
2,20,,,,
1,16,,,,
1,19.5,,,,
1,18.5,,,,
1,22,,,,
2,20,,,,
3,20,,,,
1,20,,,,
2,12,,,,
1,22,,,,
5,19.5,,,,
4,17,,,,
13,20.5,,,,
5,21.5,,,,
13,20.5,,,,
0,21.7,,,,
1,21.43,,,,
0,19,,,,
3,19,,,,
3,8,,,,
13,25,,,,
3,36,,,,
2,25,,,,
3,31,,,,
0,27,,,,
4,36,,,,
2,12,,,,
3,18.5,,,,
1,15,,,,
3,17,,,,
7,20.95,,,,
3,19.5,,,,
8,19.5,,,,
7,19,,,,
2,20.94,,,,
2,23,,,,
2,16.5,,,,
7,16.5,,,,
10,16.5,,,,
2,16.5,,,,
2,16.5,,,,
9,16.5,,,,
1,40,,,,
0,28,,,,
0,28,,,,
0,28,,,,
0,28,,,,
4,28,,,,
0,28,,,,
0,28,,,,
0,28,,,,
1,28,,,,
0,36,,,,
3,27,,,,
3,27,,,,
4,21,,,,
4,21,,,,
12,27.5,,,,
9,21,,,,
2,27.5,,,,
3,27,,,,
7,33,,,,
1,25,,,,
8,25,,,,
6,27,,,,
2,28,,,,
5,25,,,,
9,27,,,,
1,27,,,,
6,27,,,,
2,28,,,,
7,25,,,,
3,25,,,,
1,28,,,,
0,38,,,,
2,38,,,,
3,38,,,,
5,44,,,,
1,45,,,,
10,23.5,,,,
4,32,,,,
2,33.4,,,,
0,46.04,,,,
2,37.41,,,,
0,39.01,,,,
1,40,,,,
4,32.5,,,,
4,33.67,,,,
2,38.83,,,,
0,60.48,,,,
10,12,,,,
6,18.75,,,,
6,16.5,,,,
9,13.5,,,,
9,13.5,,,,
12,13.5,,,,
1,18,,,,
5,8,,,,
3,12,,,,
0,12,,,,
0,12,,,,
1,12,,,,
10,12,,,,
0,12,,,,
3,12,,,,
5,12,,,,
2,12,,,,
3,12,,,,
8,24,,,,
12,14.67,,,,
2,18,,,,
5,15,,,,
4,16.99,,,,
2,17,,,,
11,16.5,,,,
7,15,,,,
4,23,,,,
3,18,,,,
0,18,,,,
5,31,,,,
0,16,,,,
3,12,,,,
11,10,,,,
1,10,,,,
1,11.55,,,,
6,21,,,,
7,21,,,,
9,20,,,,
5,19,,,,
5,19,,,,
4,20,,,,
2,13.16,,,,
5,20,,,,
5,12,,,,
1,16,,,,
1,15,,,,
3,15,,,,
1,16,,,,
1,15,,,,
0,15,,,,
1,15,,,,
1,15,,,,
3,15,,,,
0,17,,,,
4,13,,,,
8,12,,,,
7,13.5,,,,
1,20,,,,
1,20,,,,
6,8.5,,,,
4,15,,,,
11,9.6,,,,
9,11,,,,
4,11.9,,,,
2,27,,,,
3,16.52,,,,
12,10,,,,
4,17,,,,
4,8,,,,
1,10.2,,,,
4,16,,,,
3,16,,,,
10,12,,,,
7,12,,,,
4,16,,,,
6,16,,,,
7,12,,,,
9,12,,,,
1,12,,,,
5,12,,,,
12,10,,,,
7,10,,,,
0,11,,,,
1,12,,,,
7,10,,,,
7,10,,,,
1,12,,,,
3,12,,,,
1,12,,,,
7,10,,,,
10,14.67,,,,
4,24,,,,
8,33,,,,
5,28,,,,
9,28,,,,
2,24,,,,
6,29.5,,,,
15,33,,,,
3,28,,,,
2,24,,,,
9,34,,,,
3,24,,,,
9,16.5,,,,
4,15,,,,
5,10,,,,
3,10,,,,
3,10,,,,
2,22.5,,,,
2,9.33,,,,
1,9.33,,,,
4,19,,,,
6,12,,,,
6,12,,,,
6,12,,,,
1,11.5,,,,
2,10.5,,,,
2,12,,,,
2,12,,,,
1,27,,,,
1,28,,,,
1,27,,,,
3,27,,,,
