Quarters,AskingRate,,,,Boston Office Leased Lists from Y2005-Y2010
1,22,,,,
2,20,,,,
4,23,,,,
9,14,,,,
1,14,,,,
3,14,,,,
0,14,,,,
0,17,,,,
6,11.39,,,,
10,21,,,,
9,21,,,,
3,19.5,,,,
3,19.5,,,,
8,21,,,,
8,15,,,,
2,7.5,,,,
11,15,,,,
3,15.9,,,,
2,18.05,,,,
2,18.07,,,,
3,12,,,,
3,32,,,,
3,20,,,,
1,25,,,,
5,25,,,,
5,25,,,,
4,25,,,,
10,23.5,,,,
4,22,,,,
2,25,,,,
0,25,,,,
5,25,,,,
0,12,,,,
1,12,,,,
0,12,,,,
7,12,,,,
5,19.09,,,,
5,17.92,,,,
1,18.86,,,,
1,20.38,,,,
10,34.5,,,,
1,34.5,,,,
1,34,,,,
4,29,,,,
4,27,,,,
2,21,,,,
2,21,,,,
2,21,,,,
3,30.5,,,,
1,30.5,,,,
1,32.5,,,,
2,20,,,,
1,20.57,,,,
1,20.57,,,,
1,13,,,,
1,22,,,,
1,22,,,,
8,20,,,,
8,20,,,,
16,20,,,,
5,17,,,,
1,16,,,,
1,17.77,,,,
2,17.35,,,,
3,17,,,,
1,16,,,,
1,33,,,,
1,21.5,,,,
3,21.5,,,,
3,21.5,,,,
1,7.5,,,,
1,14,,,,
7,15,,,,
9,15,,,,
2,15,,,,
4,15,,,,
4,22,,,,
1,23,,,,
1,22,,,,
2,25,,,,
0,18,,,,
2,18.95,,,,
2,32,,,,
0,32,,,,
0,27,,,,
3,23,,,,
3,23,,,,
3,23,,,,
1,27,,,,
3,23,,,,
3,23,,,,
1,22.5,,,,
1,12,,,,
3,12,,,,
5,12,,,,
1,38,,,,
4,12,,,,
2,16.8,,,,
10,19,,,,
6,30.5,,,,
9,28,,,,
4,15,,,,
4,15,,,,
4,15,,,,
4,31,,,,
4,11.5,,,,
1,20,,,,
3,13.5,,,,
2,24,,,,
8,24,,,,
1,22,,,,
2,24,,,,
4,24,,,,
2,24,,,,
4,24,,,,
3,16,,,,
1,20,,,,
5,23,,,,
1,16,,,,
3,24.75,,,,
15,25,,,,
3,15,,,,
3,15,,,,
3,15,,,,
2,36,,,,
3,36,,,,
2,36,,,,
1,42,,,,
2,45,,,,
7,17,,,,
1,23,,,,
2,25,,,,
1,25,,,,
5,21,,,,
2,20,,,,
4,22,,,,
3,21,,,,
6,21,,,,
7,21,,,,
2,22.5,,,,
5,32,,,,
5,24,,,,
2,24,,,,
2,24,,,,
6,26.5,,,,
4,23.5,,,,
2,10,,,,
11,31,,,,
1,27.5,,,,
2,31,,,,
4,30,,,,
4,31,,,,
3,30,,,,
5,35,,,,
15,31,,,,
7,31,,,,
5,31,,,,
1,42,,,,
5,42,,,,
5,22,,,,
3,19.75,,,,
3,19,,,,
4,21.5,,,,
2,22,,,,
4,21.5,,,,
5,19,,,,
3,18,,,,
6,34,,,,
6,34,,,,
4,35,,,,
16,34,,,,
6,34,,,,
3,29.5,,,,
2,23,,,,
7,35,,,,
2,45,,,,
3,34,,,,
2,35,,,,
11,34,,,,
8,35,,,,
2,24,,,,
4,35,,,,
3,35,,,,
8,34,,,,
3,34,,,,
5,29.5,,,,
3,45,,,,
3,23,,,,
3,23,,,,
4,23,,,,
2,23,,,,
4,24,,,,
2,34,,,,
12,34,,,,
10,34,,,,
5,35,,,,
3,39.5,,,,
4,35,,,,
11,34,,,,
6,35,,,,
2,44,,,,
2,45,,,,
4,24,,,,
3,40,,,,
4,40,,,,
7,15,,,,
2,18,,,,
4,15,,,,
4,18,,,,
3,38,,,,
2,23.5,,,,
0,24,,,,
1,31,,,,
5,34,,,,
5,34,,,,
5,33,,,,
2,18,,,,
3,22,,,,
2,22,,,,
2,22,,,,
2,22,,,,
0,28,,,,
7,25,,,,
5,24,,,,
7,25,,,,
6,30,,,,
9,19,,,,
8,25,,,,
6,25,,,,
7,25,,,,
7,25,,,,
6,28,,,,
0,25,,,,
2,19,,,,
1,16,,,,
4,15,,,,
7,18,,,,
0,20,,,,
1,15,,,,
1,15,,,,
3,16.8,,,,
3,12,,,,
13,29,,,,
1,18,,,,
4,25,,,,
12,25,,,,
3,35,,,,
4,26,,,,
12,27,,,,
5,28,,,,
6,30,,,,
6,38,,,,
1,45,,,,
1,24,,,,
1,25.5,,,,
4,11,,,,
3,11,,,,
3,15.5,,,,
2,15,,,,
15,17.5,,,,
1,18,,,,
3,18,,,,
2,23,,,,
2,30,,,,
0,35,,,,
2,35,,,,
5,35,,,,
2,35,,,,
16,16,,,,
7,16,,,,
2,16,,,,
1,16,,,,
5,16,,,,
3,16,,,,
0,16,,,,
0,16,,,,
10,16,,,,
5,16,,,,
6,16,,,,
2,14,,,,
4,14,,,,
1,38.5,,,,
2,37,,,,
6,12,,,,
6,11.1,,,,
3,17.5,,,,
1,12.97,,,,
2,18,,,,
2,18,,,,
3,16.25,,,,
3,16.25,,,,
3,16,,,,
7,16.5,,,,
4,16.25,,,,
1,12,,,,
7,12,,,,
0,12,,,,
2,23,,,,
7,16,,,,
10,31.5,,,,
2,8,,,,
2,11,,,,
1,11,,,,
5,8,,,,
2,11,,,,
0,33.33,,,,
4,12.95,,,,
3,12.95,,,,
2,12.95,,,,
8,16.95,,,,
7,16.95,,,,
10,16.95,,,,
6,18,,,,
10,16.95,,,,
5,16.95,,,,
6,16.95,,,,
1,18.2,,,,
3,18.6,,,,
2,15,,,,
10,17.34,,,,
4,25.02,,,,
2,17.5,,,,
2,17.5,,,,
3,17.5,,,,
3,18.5,,,,
2,17.5,,,,
4,17,,,,
11,17.5,,,,
2,17.5,,,,
9,17.5,,,,
5,17,,,,
1,17.5,,,,
1,18,,,,
7,17.5,,,,
10,17.5,,,,
1,17.5,,,,
3,17.5,,,,
5,17.5,,,,
3,9,,,,
15,9.95,,,,
6,19.95,,,,
2,21.35,,,,
3,22.35,,,,
1,20.95,,,,
5,19.35,,,,
3,24.35,,,,
8,17.95,,,,
4,22.35,,,,
6,22.35,,,,
5,17.5,,,,
3,17.5,,,,
1,17.5,,,,
3,17.5,,,,
1,17.5,,,,
2,17.5,,,,
6,17.5,,,,
1,17,,,,
2,10.5,,,,
6,19.75,,,,
8,21.75,,,,
8,21.75,,,,
3,23,,,,
4,23,,,,
1,23,,,,
3,23,,,,
7,7.2,,,,
5,7.2,,,,
9,6.4,,,,
7,7.48,,,,
4,16.75,,,,
3,16.75,,,,
5,11,,,,
1,24,,,,
2,15.95,,,,
1,15.95,,,,
1,15.95,,,,
4,15.95,,,,
10,24,,,,
4,24,,,,
2,24,,,,
7,24,,,,
16,24,,,,
3,25,,,,
2,10,,,,
5,15.95,,,,
1,17.95,,,,
3,17.95,,,,
2,17.95,,,,
4,19.95,,,,
1,15.95,,,,
4,16.95,,,,
6,14.95,,,,
3,15.95,,,,
3,16.95,,,,
8,16.95,,,,
1,14.95,,,,
4,17.95,,,,
5,9.95,,,,
3,14.95,,,,
6,14.95,,,,
3,14.95,,,,
1,15.95,,,,
1,17.95,,,,
2,16.95,,,,
3,17.95,,,,
2,16.95,,,,
1,15.95,,,,
2,14.95,,,,
1,15.95,,,,
4,16.95,,,,
0,18.46,,,,
3,16.8,,,,
15,32,,,,
2,32,,,,
13,24,,,,
2,27,,,,
6,24,,,,
1,21,,,,
2,32,,,,
4,20,,,,
6,22,,,,
2,9.5,,,,
2,12,,,,
2,12,,,,
9,10,,,,
8,18,,,,
4,22,,,,
4,21.94,,,,
2,22.94,,,,
2,21.25,,,,
3,18.5,,,,
7,18.5,,,,
7,20,,,,
15,16.5,,,,
1,14,,,,
1,14,,,,
1,14,,,,
7,8,,,,
6,11,,,,
3,12,,,,
0,21,,,,
1,32.5,,,,
5,21,,,,
5,24,,,,
5,26,,,,
4,39,,,,
3,39,,,,
3,25,,,,
16,9.95,,,,
16,9.95,,,,
8,17.5,,,,
9,17.5,,,,
3,25,,,,
6,24.5,,,,
3,25,,,,
7,27.5,,,,
5,12.5,,,,
5,24.5,,,,
11,24.5,,,,
4,24.5,,,,
6,24.5,,,,
7,24.5,,,,
1,27,,,,
9,21.5,,,,
5,24.5,,,,
4,16,,,,
3,12,,,,
6,9.5,,,,
10,9.5,,,,
2,12,,,,
1,12,,,,
3,16.5,,,,
7,16.5,,,,
8,16.5,,,,
4,13.95,,,,
1,12.95,,,,
5,10,,,,
6,10,,,,
4,13.2,,,,
4,28.5,,,,
4,28.5,,,,
4,28.5,,,,
4,28.5,,,,
4,28.5,,,,
6,30,,,,
3,34,,,,
6,36,,,,
1,24,,,,
1,23,,,,
1,24,,,,
1,30,,,,
4,54.78,,,,
5,14,,,,
1,24,,,,
0,24,,,,
1,12,,,,
5,9,,,,
1,13,,,,
3,14,,,,
9,14,,,,
1,15.5,,,,
3,17,,,,
2,16,,,,
2,16,,,,
6,15,,,,
6,15,,,,
1,20.4,,,,
11,11,,,,
2,11,,,,
11,11,,,,
1,13.09,,,,
0,12,,,,
3,12,,,,
6,15,,,,
6,15,,,,
7,16,,,,
1,17.32,,,,
6,16,,,,
1,23.27,,,,
1,16.8,,,,
2,17,,,,
1,16.2,,,,
3,16.66,,,,
3,16.66,,,,
1,39.5,,,,
8,21,,,,
4,18.75,,,,
2,16,,,,
2,16.81,,,,
2,8.82,,,,
7,19,,,,
5,20,,,,
0,23.5,,,,
11,20,,,,
2,19,,,,
12,19,,,,
2,35,,,,
1,35,,,,
5,12,,,,
4,12,,,,
5,12,,,,
3,13.33,,,,
2,27,,,,
0,29,,,,
8,27.5,,,,
8,27.5,,,,
8,27.5,,,,
4,26.5,,,,
12,29,,,,
8,27.5,,,,
4,27.5,,,,
1,27.5,,,,
5,27.5,,,,
0,27,,,,
0,33,,,,
10,27.5,,,,
8,27.5,,,,
9,27.5,,,,
2,40,,,,
2,40,,,,
2,38,,,,
3,25,,,,
3,25,,,,
2,35,,,,
5,35,,,,
2,28,,,,
2,37,,,,
1,28,,,,
3,36,,,,
1,32,,,,
9,36,,,,
1,32,,,,
2,37,,,,
10,35,,,,
2,37,,,,
15,36,,,,
2,36,,,,
2,28,,,,
4,28,,,,
2,28,,,,
0,26.5,,,,
9,28,,,,
2,21,,,,
2,20,,,,
1,18,,,,
5,29.5,,,,
10,33,,,,
1,33,,,,
3,26,,,,
3,28,,,,
5,28,,,,
1,33,,,,
6,33,,,,
2,34,,,,
5,28,,,,
3,28,,,,
5,33,,,,
0,33,,,,
6,20,,,,
15,28.5,,,,
3,25,,,,
4,28.5,,,,
5,26,,,,
4,29,,,,
1,38,,,,
3,29,,,,
5,29,,,,
1,29,,,,
4,29,,,,
3,29,,,,
1,29,,,,
5,29,,,,
4,29,,,,
4,51,,,,
2,46,,,,
3,49,,,,
1,46,,,,
3,46,,,,
3,46,,,,
1,32,,,,
11,45,,,,
1,42.5,,,,
1,42.5,,,,
4,32,,,,
5,47.5,,,,
5,45,,,,
1,38,,,,
2,45,,,,
1,38,,,,
2,37,,,,
0,45,,,,
3,43,,,,
3,45,,,,
3,45,,,,
4,43,,,,
1,55,,,,
1,43,,,,
3,34,,,,
7,55,,,,
6,29,,,,
13,36,,,,
1,27.5,,,,
2,27,,,,
1,27,,,,
1,27.5,,,,
6,27.5,,,,
6,27.5,,,,
5,27.5,,,,
3,29,,,,
3,29,,,,
5,27.5,,,,
2,29,,,,
3,27.5,,,,
2,25.5,,,,
2,27.5,,,,
3,29,,,,
5,27.5,,,,
5,27.5,,,,
6,29,,,,
1,27,,,,
5,27.5,,,,
3,29,,,,
5,27.5,,,,
5,29,,,,
2,25.5,,,,
1,29,,,,
2,29,,,,
0,27.5,,,,
1,21.6,,,,
7,25.73,,,,
4,33,,,,
3,33,,,,
6,30,,,,
11,30,,,,
8,32,,,,
15,32,,,,
1,24,,,,
1,24,,,,
4,22,,,,
3,32,,,,
1,27,,,,
1,30,,,,
0,32,,,,
1,29,,,,
12,32,,,,
3,28,,,,
0,29,,,,
0,27,,,,
1,30,,,,
2,32,,,,
7,16.8,,,,
1,47.5,,,,
0,47.5,,,,
0,29,,,,
3,29,,,,
0,29,,,,
5,26,,,,
1,30.5,,,,
3,30.5,,,,
5,28,,,,
2,26,,,,
2,27,,,,
0,29,,,,
3,28,,,,
0,28,,,,
1,28,,,,
5,25,,,,
6,25,,,,
1,46,,,,
3,46,,,,
3,18,,,,
0,18,,,,
2,8,,,,
2,9,,,,
1,28.31,,,,
1,28.31,,,,
6,18.5,,,,
10,18.5,,,,
4,21,,,,
4,19,,,,
4,20,,,,
2,21,,,,
2,18.5,,,,
2,17.5,,,,
2,17.5,,,,
2,19,,,,
2,22,,,,
1,10.91,,,,
2,9.82,,,,
1,18,,,,
2,22,,,,
2,20,,,,
3,21,,,,
2,18,,,,
8,17,,,,
3,15,,,,
3,25,,,,
14,22,,,,
4,17,,,,
3,21,,,,
4,17,,,,
4,17,,,,
3,19,,,,
5,30.4,,,,
4,37.89,,,,
0,10.1,,,,
5,11,,,,
2,13,,,,
1,30.6,,,,
2,30,,,,
3,28,,,,
2,15,,,,
2,14,,,,
1,14.5,,,,
9,14.5,,,,
9,14.5,,,,
5,18,,,,
4,18,,,,
14,14.5,,,,
12,14.5,,,,
6,14,,,,
3,15,,,,
8,14,,,,
7,10,,,,
7,10,,,,
7,10,,,,
6,27.21,,,,
15,32,,,,
6,20,,,,
7,10,,,,
11,10,,,,
2,15,,,,
4,17,,,,
15,20,,,,
5,18,,,,
3,18,,,,
9,15,,,,
1,15.5,,,,
1,15.5,,,,
1,12.75,,,,
3,7.7,,,,
6,15.23,,,,
4,18,,,,
8,17.5,,,,
2,17.5,,,,
8,17.5,,,,
9,17.5,,,,
5,17.5,,,,
0,19.5,,,,
1,15,,,,
6,15,,,,
2,21.81,,,,
4,28,,,,
4,28,,,,
1,27,,,,
4,28,,,,
1,27,,,,
1,27,,,,
1,27,,,,
4,28,,,,
8,30.85,,,,
7,35,,,,
7,35,,,,
7,32,,,,
4,60,,,,
5,32,,,,
2,32.5,,,,
7,32.5,,,,
7,24,,,,
2,27,,,,
3,25,,,,
3,21.5,,,,
3,21.5,,,,
5,15,,,,
5,14,,,,
1,15,,,,
2,16,,,,
3,15.28,,,,
1,16.98,,,,
0,7.66,,,,
8,20.38,,,,
6,9.38,,,,
1,19.76,,,,
2,20,,,,
5,9.95,,,,
1,9.95,,,,
1,9.95,,,,
1,9.95,,,,
1,9.95,,,,
1,9.95,,,,
0,9.95,,,,
8,25.5,,,,
8,24,,,,
0,12,,,,
8,19.5,,,,
3,17,,,,
8,17,,,,
4,18.5,,,,
3,17,,,,
3,18.5,,,,
11,17,,,,
6,18.5,,,,
7,18.5,,,,
9,17,,,,
8,15,,,,
5,15,,,,
8,15,,,,
7,19.95,,,,
1,20.95,,,,
10,15.95,,,,
3,15.95,,,,
1,17.95,,,,
1,19.95,,,,
3,12,,,,
1,16.95,,,,
9,22.95,,,,
6,15.95,,,,
1,15.95,,,,
3,13.95,,,,
1,17.95,,,,
2,17.95,,,,
7,15.95,,,,
1,15.95,,,,
2,17.95,,,,
2,16.95,,,,
9,15.95,,,,
5,16.95,,,,
0,16.95,,,,
11,15.95,,,,
2,12,,,,
3,18,,,,
7,20,,,,
1,10,,,,
0,15,,,,
11,15,,,,
2,14,,,,
1,14,,,,
1,14.51,,,,
4,14.5,,,,
1,16,,,,
3,17.25,,,,
4,15.86,,,,
1,12,,,,
2,18.5,,,,
10,9,,,,
6,16,,,,
6,16,,,,
7,23,,,,
6,17.5,,,,
14,18.5,,,,
8,18.5,,,,
16,18.5,,,,
13,12,,,,
13,12,,,,
11,15.5,,,,
3,19.2,,,,
6,19.25,,,,
3,18,,,,
11,18,,,,
10,24.5,,,,
1,17,,,,
4,24.5,,,,
10,24.5,,,,
6,24.5,,,,
4,17,,,,
4,17,,,,
4,17,,,,
3,17,,,,
4,17,,,,
4,17,,,,
4,17,,,,
4,17,,,,
7,17,,,,
2,10,,,,
7,25,,,,
5,24,,,,
6,9.08,,,,
16,17.5,,,,
7,24,,,,
5,24,,,,
5,24,,,,
7,24,,,,
5,24,,,,
7,24,,,,
8,24.5,,,,
8,24.5,,,,
12,21,,,,
1,21,,,,
11,21,,,,
13,21,,,,
2,21,,,,
16,21,,,,
5,21,,,,
2,15,,,,
2,15,,,,
2,15,,,,
1,14.29,,,,
3,16.5,,,,
6,16.5,,,,
6,16.5,,,,
5,15,,,,
4,16.5,,,,
3,15,,,,
2,16.5,,,,
1,15,,,,
2,30,,,,
3,26,,,,
3,26,,,,
2,26,,,,
5,28,,,,
2,23,,,,
2,21,,,,
6,25,,,,
1,26.18,,,,
1,34.91,,,,
1,16.36,,,,
1,20.4,,,,
2,45,,,,
5,57.5,,,,
4,39,,,,
3,49,,,,
5,57.5,,,,
4,45,,,,
4,45,,,,
2,39,,,,
4,57.5,,,,
2,39,,,,
10,49,,,,
5,19,,,,
1,23,,,,
1,23,,,,
4,12,,,,
1,16,,,,
9,14,,,,
2,23,,,,
9,23,,,,
6,23,,,,
2,19,,,,
0,26.67,,,,
5,57.5,,,,
5,57.5,,,,
5,57.5,,,,
3,15.5,,,,
11,18.75,,,,
11,18.75,,,,
11,18.75,,,,
11,18.75,,,,
5,16,,,,
5,30,,,,
7,30,,,,
8,37.5,,,,
7,33.33,,,,
1,21.33,,,,
8,24,,,,
7,25,,,,
5,23,,,,
4,23,,,,
2,21,,,,
1,21,,,,
0,21,,,,
2,21,,,,
3,25,,,,
0,26.5,,,,
5,16,,,,
9,25,,,,
3,25,,,,
3,25,,,,
3,16,,,,
0,24,,,,
3,15,,,,
4,12,,,,
4,12,,,,
13,12,,,,
2,16.2,,,,
1,12,,,,
4,14.4,,,,
1,14.4,,,,
4,14.4,,,,
14,12,,,,
13,9.99,,,,
1,13,,,,
3,14.25,,,,
3,18.94,,,,
3,9.15,,,,
11,10,,,,
9,10.58,,,,
1,14,,,,
4,12.34,,,,
0,12,,,,
0,16,,,,
5,10.58,,,,
4,10.5,,,,
11,14.5,,,,
7,15.5,,,,
13,18.5,,,,
6,14.5,,,,
6,14.5,,,,
0,24,,,,
1,24,,,,
1,24,,,,
4,30,,,,
5,20,,,,
1,12,,,,
1,35,,,,
5,23,,,,
0,23,,,,
2,23,,,,
4,22,,,,
2,23.5,,,,
2,25,,,,
2,13.75,,,,
2,13.75,,,,
2,13.75,,,,
3,15,,,,
1,10,,,,
9,12,,,,
9,12,,,,
9,12,,,,
1,21.27,,,,
1,18.86,,,,
4,17.95,,,,
4,17.95,,,,
1,17.95,,,,
3,17.95,,,,
2,19.95,,,,
4,22.95,,,,
3,20.95,,,,
8,19.95,,,,
1,17.95,,,,
1,17.95,,,,
3,29,,,,
3,29,,,,
10,21.5,,,,
3,29,,,,
14,29,,,,
14,29,,,,
2,18,,,,
2,18,,,,
5,21.5,,,,
3,21.5,,,,
5,17.95,,,,
7,18.95,,,,
3,17.95,,,,
4,22.95,,,,
4,18.95,,,,
8,15.2,,,,
3,18.95,,,,
3,19.99,,,,
8,21,,,,
3,23.5,,,,
4,22,,,,
2,24,,,,
2,24,,,,
2,24,,,,
7,24,,,,
1,22,,,,
1,22,,,,
1,22,,,,
4,22,,,,
2,24,,,,
6,11.65,,,,
1,16.5,,,,
0,20,,,,
4,13.95,,,,
7,13.95,,,,
1,9.95,,,,
2,18.35,,,,
1,9.7,,,,
8,6.75,,,,
1,19.19,,,,
4,15.95,,,,
1,16.95,,,,
2,16.95,,,,
6,12.95,,,,
3,9.95,,,,
12,9.9,,,,
5,9.95,,,,
8,11.38,,,,
8,10,,,,
1,10,,,,
1,23,,,,
1,23,,,,
7,17.5,,,,
2,17.5,,,,
5,20,,,,
6,21,,,,
2,17.5,,,,
2,19,,,,
6,30,,,,
2,19,,,,
1,20,,,,
8,19.5,,,,
1,17.5,,,,
4,28,,,,
0,16.5,,,,
1,17,,,,
5,28,,,,
4,28,,,,
2,19.5,,,,
1,17,,,,
4,10,,,,
1,12,,,,
4,14.5,,,,
1,12,,,,
1,12,,,,
1,12,,,,
4,16,,,,
3,9,,,,
3,12,,,,
1,12,,,,
0,23,,,,
3,23,,,,
2,19.5,,,,
3,12,,,,
1,23,,,,
1,23,,,,
9,19.5,,,,
1,23,,,,
3,24,,,,
2,19.5,,,,
1,19.5,,,,
0,12,,,,
3,12,,,,
1,23,,,,
1,23,,,,
2,24,,,,
4,10.8,,,,
3,12,,,,
2,19.5,,,,
1,23,,,,
2,25,,,,
5,18,,,,
4,23,,,,
8,21,,,,
5,20,,,,
3,23.5,,,,
0,18,,,,
6,20,,,,
6,23,,,,
10,20,,,,
2,16,,,,
5,16,,,,
1,16,,,,
2,17.5,,,,
2,17.5,,,,
2,17.5,,,,
5,23,,,,
10,29.5,,,,
8,29.5,,,,
3,25,,,,
1,27.5,,,,
2,19.5,,,,
14,25,,,,
11,29.5,,,,
7,23,,,,
1,25,,,,
8,18,,,,
0,22,,,,
1,24,,,,
4,19.5,,,,
6,19.5,,,,
3,26,,,,
1,32,,,,
6,7,,,,
6,7,,,,
1,20.5,,,,
0,21.5,,,,
1,17,,,,
1,21.5,,,,
1,18.5,,,,
0,21.5,,,,
3,18,,,,
0,20.5,,,,
9,28,,,,
8,15.25,,,,
1,27,,,,
0,17.4,,,,
1,18.25,,,,
4,27,,,,
6,15,,,,
2,8,,,,
1,22.15,,,,
4,15,,,,
14,21,,,,
1,21,,,,
1,25,,,,
2,32.5,,,,
2,32.5,,,,
6,32.5,,,,
3,32.5,,,,
2,32.5,,,,
1,32,,,,
1,19.5,,,,
3,28,,,,
2,19.5,,,,
5,21,,,,
1,17.5,,,,
1,21,,,,
0,21,,,,
3,28,,,,
4,24,,,,
6,26,,,,
10,17.5,,,,
15,18.5,,,,
14,17.5,,,,
9,34.5,,,,
2,24.5,,,,
0,14.17,,,,
4,12.95,,,,
3,10.95,,,,
1,9.5,,,,
1,9.5,,,,
2,9.5,,,,
1,10.95,,,,
5,9.95,,,,
2,12.95,,,,
1,10.95,,,,
6,12.95,,,,
2,12.95,,,,
3,12.95,,,,
4,10.95,,,,
3,10.95,,,,
4,9.5,,,,
6,12.95,,,,
4,10.95,,,,
2,12.95,,,,
4,34,,,,
3,34,,,,
1,34,,,,
3,31,,,,
1,34,,,,
1,34,,,,
3,18.87,,,,
1,19,,,,
1,17.95,,,,
1,18.5,,,,
10,18,,,,
1,17,,,,
1,18.5,,,,
2,9.5,,,,
1,12.95,,,,
1,9.95,,,,
3,14.5,,,,
1,22.5,,,,
4,15.99,,,,
4,15.52,,,,
1,9.23,,,,
3,20.375,,,,
4,19.75,,,,
2,19.75,,,,
2,19.75,,,,
2,19.75,,,,
4,19.5,,,,
8,18.75,,,,
4,18.75,,,,
1,19.75,,,,
3,20.375,,,,
8,20.875,,,,
0,26.67,,,,
8,18.32,,,,
4,10.86,,,,
1,18,,,,
6,15,,,,
1,16,,,,
1,13.5,,,,
1,13.5,,,,
4,32,,,,
10,16.5,,,,
10,16.5,,,,
10,16.5,,,,
3,14,,,,
2,17.75,,,,
4,15,,,,
0,15,,,,
7,13,,,,
1,15,,,,
0,9.81,,,,
12,17.5,,,,
3,17,,,,
3,14.95,,,,
1,14.95,,,,
3,15.95,,,,
2,14.95,,,,
10,14.95,,,,
4,14.95,,,,
4,15.95,,,,
3,15.95,,,,
3,15,,,,
7,15,,,,
3,13.5,,,,
12,15,,,,
5,15.43,,,,
14,15.5,,,,
9,15.5,,,,
4,12.5,,,,
13,11,,,,
1,11,,,,
5,11,,,,
7,15,,,,
5,16.95,,,,
1,12,,,,
3,12,,,,
5,21.6,,,,
1,19.95,,,,
7,19.95,,,,
6,19.95,,,,
5,18.95,,,,
2,19.95,,,,
6,18.95,,,,
5,18.95,,,,
2,18.95,,,,
1,22.95,,,,
1,17.5,,,,
15,13,,,,
7,19.5,,,,
9,23,,,,
1,17,,,,
12,16.5,,,,
4,16.5,,,,
11,16.5,,,,
2,16.5,,,,
10,16.5,,,,
7,25,,,,
9,24,,,,
4,24.5,,,,
4,23.5,,,,
6,25.5,,,,
3,24.5,,,,
0,24,,,,
6,12,,,,
0,18,,,,
6,15.95,,,,
1,14.95,,,,
1,14.95,,,,
1,14.95,,,,
5,21.5,,,,
2,15.95,,,,
2,14.95,,,,
2,12.5,,,,
0,14.95,,,,
2,15.95,,,,
0,14.95,,,,
2,25,,,,
0,16,,,,
3,14.95,,,,
0,26,,,,
14,12.965,,,,
4,14.18,,,,
5,8,,,,
5,8,,,,
2,14.52,,,,
7,15,,,,
2,16,,,,
3,16,,,,
3,16,,,,
3,16,,,,
2,16,,,,
1,16.95,,,,
1,16.95,,,,
9,9.95,,,,
11,9.95,,,,
5,13.39,,,,
5,13.39,,,,
7,7.5,,,,
7,12.75,,,,
1,22,,,,
1,23,,,,
0,17.45,,,,
6,30,,,,
3,13.44,,,,
5,12.48,,,,
2,24.75,,,,
1,21,,,,
0,24.75,,,,
1,22,,,,
2,22,,,,
3,27.5,,,,
2,24.75,,,,
1,27.5,,,,
2,13.34,,,,
3,20,,,,
2,20,,,,
2,20,,,,
1,19,,,,
2,19,,,,
1,24.54,,,,
7,19,,,,
1,24.33,,,,
9,30,,,,
0,25,,,,
1,14,,,,
9,45,,,,
9,45,,,,
6,9,,,,
2,25,,,,
3,21,,,,
13,15,,,,
6,15,,,,
1,15,,,,
2,15,,,,
1,18,,,,
0,19,,,,
2,19,,,,
1,13,,,,
1,19,,,,
2,16,,,,
4,19,,,,
3,16,,,,
4,19,,,,
2,19,,,,
4,19,,,,
1,14,,,,
1,19,,,,
1,19,,,,
1,19,,,,
1,19,,,,
5,25,,,,
4,13.875,,,,
5,12,,,,
1,12.66,,,,
15,35,,,,
5,31,,,,
3,26,,,,
2,26,,,,
1,35,,,,
3,26,,,,
3,35,,,,
3,26.5,,,,
13,26.5,,,,
3,26.5,,,,
3,31,,,,
3,23.5,,,,
7,24.5,,,,
4,25.5,,,,
9,23,,,,
3,32,,,,
1,16.5,,,,
7,40,,,,
7,40,,,,
3,40,,,,
4,12.5,,,,
1,12.5,,,,
9,23,,,,
1,21,,,,
1,20,,,,
2,22,,,,
4,23.5,,,,
3,12,,,,
1,29.5,,,,
8,29.5,,,,
6,29,,,,
1,30,,,,
1,29.5,,,,
3,25,,,,
2,23.5,,,,
5,23.5,,,,
0,29,,,,
4,23.5,,,,
2,30,,,,
7,29,,,,
5,29,,,,
6,32,,,,
2,14,,,,
4,13.71,,,,
4,18,,,,
4,18,,,,
1,16,,,,
1,22,,,,
2,30,,,,
1,15,,,,
1,15,,,,
1,23,,,,
10,23,,,,
2,23,,,,
1,15,,,,
1,13.8,,,,
7,10.74,,,,
1,15,,,,
0,12.95,,,,
1,16.5,,,,
3,15,,,,
4,16,,,,
6,16,,,,
3,18,,,,
3,15,,,,
11,16,,,,
4,15,,,,
2,15,,,,
4,15,,,,
5,20,,,,
5,20,,,,
1,15,,,,
5,9.625,,,,
4,37.5,,,,
5,27,,,,
6,50,,,,
3,20,,,,
3,20,,,,
3,20,,,,
2,12.5,,,,
7,12,,,,
13,14.5,,,,
0,14.95,,,,
2,14.5,,,,
4,11,,,,
4,12.5,,,,
1,12.5,,,,
2,12.5,,,,
1,16.5,,,,
5,16.5,,,,
2,15.5,,,,
4,16.5,,,,
7,14,,,,
1,14.5,,,,
1,18,,,,
2,18,,,,
1,18,,,,
1,17,,,,
1,18,,,,
1,17.4,,,,
4,17,,,,
4,18,,,,
3,18,,,,
6,17,,,,
6,20,,,,
1,18,,,,
1,18,,,,
1,18,,,,
1,32.63,,,,
2,21.5,,,,
9,15,,,,
2,17,,,,
5,12.5,,,,
5,22,,,,
8,19,,,,
2,16.75,,,,
4,16.75,,,,
3,10.43,,,,
2,19,,,,
2,18.5,,,,
2,14.5,,,,
0,13.5,,,,
2,10.5,,,,
8,8.875,,,,
8,8.875,,,,
