"PropertyID","QuarterOff","AskingRate","BldgClass","Latitude","Longitude","SubmarketName"
215169,"2005Q2",13.666666,"3_ClassC",42.3981013,-71.2534662,"Waltham/Watertown"
215197,"2005Q2",18,"2_ClassB",42.33987,-71.579575,"The Boroughs"
215244,"2005Q2",22,"1_ClassA",42.481242,-71.20843,"Burlington/Woburn"
215305,"2005Q2",23,"1_ClassA",42.491254,-71.196587,"Burlington/Woburn"
215323,"2005Q2",23,"1_ClassA",42.491497,-71.195468,"Burlington/Woburn"
215365,"2005Q2",12,"1_ClassA",42.339268,-71.590551,"The Boroughs"
215381,"2005Q2",18.5,"1_ClassA",42.2975229,-71.4826825,"Framingham/Natick"
215388,"2005Q2",19,"1_ClassA",42.3120835,-71.389445,"Framingham/Natick"
215407,"2005Q2",20,"1_ClassA",42.4446918,-71.2638951,"Lexington/Arlington"
215415,"2005Q2",18,"2_ClassB",42.340409,-71.578397,"The Boroughs"
215432,"2005Q2",18,"1_ClassA",42.4737285,-71.2509316,"Lexington/Arlington"
215439,"2005Q2",18.5,"2_ClassB",42.462782,-71.387511,"Concord/Maynard"
215449,"2005Q2",30,"1_ClassA",42.3626772,-71.0850025,"E Cambridge/Kendall Sq"
215533,"2005Q2",16.5,"2_ClassB",42.5891266,-71.1543946,"Wilmington/Reading"
215544,"2005Q2",15,"3_ClassC",42.493483,-71.101146,"Saugus/Lynn"
215548,"2005Q2",23,"2_ClassB",42.3300187,-71.1851391,"Newton/Brookline"
215576,"2005Q2",18.5,"2_ClassB",42.384542,-71.263459,"Waltham/Watertown"
215578,"2005Q2",17.95,"1_ClassA",42.5064148,-71.1346403,"Burlington/Woburn"
215579,"2005Q2",19,"1_ClassA",42.3765715,-71.274066,"Waltham/Watertown"
215593,"2005Q2",18.5,"2_ClassB",42.2827126,-71.3841406,"Framingham/Natick"
215668,"2005Q2",20,"1_ClassA",42.4185738,-71.2586309,"Waltham/Watertown"
215701,"2005Q2",19.5,"1_ClassA",42.390459,-71.263053,"Waltham/Watertown"
215718,"2005Q2",14,"1_ClassA",42.349071,-71.58028,"The Boroughs"
215727,"2005Q2",17,"1_ClassA",42.5093919,-71.2474623,"Lowell/Chelmsford"
215728,"2005Q2",17,"1_ClassA",42.5105424,-71.2480496,"Lowell/Chelmsford"
215739,"2005Q2",13.25,"1_ClassA",42.5144904,-71.245293,"Lowell/Chelmsford"
216028,"2005Q2",12,"2_ClassB",42.582039,-71.391162,"Lowell/Chelmsford"
216109,"2005Q2",12,"3_ClassC",42.346895,-71.5455154,"The Boroughs"
216179,"2005Q2",15.95,"1_ClassA",42.4299191,-71.4543618,"Concord/Maynard"
216258,"2005Q2",31.2,"3_ClassC",42.3286951,-71.1949813,"Newton/Brookline"
216399,"2005Q2",19.5,"1_ClassA",42.31533,-71.394123,"Framingham/Natick"
216446,"2005Q2",14.95,"1_ClassA",42.4307609,-71.4542786,"Concord/Maynard"
216451,"2005Q2",14.95,"1_ClassA",42.4309209,-71.4558669,"Concord/Maynard"
216469,"2005Q2",16.5,"2_ClassB",42.2990164,-71.4490953,"Framingham/Natick"
216501,"2005Q2",12,"3_ClassC",42.2759183,-71.426289,"Framingham/Natick"
216743,"2005Q2",16.28,"3_ClassC",42.504596,-71.194347,"Burlington/Woburn"
217002,"2005Q2",28,"2_ClassB",42.3728708,-71.1192375,"Mid-Cambridge/Harvard Sq"
217188,"2005Q2",15,"2_ClassB",42.463286,-71.3521835,"Concord/Maynard"
217195,"2005Q2",16,"2_ClassB",42.453478,-71.409203,"Concord/Maynard"
217275,"2005Q2",19.25,"3_ClassC",42.3010394,-71.4340415,"Framingham/Natick"
217623,"2005Q2",14,"2_ClassB",42.340775,-71.580029,"The Boroughs"
217795,"2005Q2",17,"2_ClassB",42.2820885,-71.3813139,"Framingham/Natick"
217851,"2005Q2",22.5,"2_ClassB",42.3282106,-71.195917,"Newton/Brookline"
217998,"2005Q2",23.04,"3_ClassC",42.4834797,-71.100436,"Saugus/Lynn"
218168,"2005Q2",17,"2_ClassB",42.5153381,-71.0861836,"Lynnfield/Wakefield"
218177,"2005Q2",22.5,"1_ClassA",42.5216427,-71.0456215,"Lynnfield/Wakefield"
218183,"2005Q2",17,"2_ClassB",42.5146226,-71.0852409,"Lynnfield/Wakefield"
218190,"2005Q2",20,"3_ClassC",42.5044473,-71.0769654,"Lynnfield/Wakefield"
218216,"2005Q2",17.5,"3_ClassC",42.384567,-71.264709,"Waltham/Watertown"
218300,"2005Q2",18,"2_ClassB",42.3642923,-71.1658072,"Waltham/Watertown"
218304,"2005Q2",20,"3_ClassC",42.3636601,-71.1624448,"Waltham/Watertown"
218317,"2005Q2",17.95,"3_ClassC",42.555679,-71.445696,"Lowell/Chelmsford"
218876,"2005Q2",13,"3_ClassC",42.600979,-71.34929,"Lowell/Chelmsford"
218973,"2005Q2",15.95,"2_ClassB",42.5174317,-71.0453262,"Lynnfield/Wakefield"
219063,"2005Q2",9.75,"2_ClassB",42.638758,-71.314158,"Lowell/Chelmsford"
219116,"2005Q2",22,"1_ClassA",42.227707,-71.0255988,"Quincy/Braintree"
219120,"2005Q2",19.75,"1_ClassA",42.2121687,-71.1503078,"Route 1 South"
219151,"2005Q2",20.75,"1_ClassA",42.228937,-71.027481,"Quincy/Braintree"
219179,"2005Q2",18,"2_ClassB",42.2000268,-70.9999021,"Quincy/Braintree"
219246,"2005Q2",17,"2_ClassB",42.247674,-71.001611,"Quincy/Braintree"
219248,"2005Q2",19,"1_ClassA",42.2523669,-71.0034897,"Quincy/Braintree"
219285,"2005Q2",23.5,"1_ClassA",42.2053923,-71.1322225,"Route 1 South"
219322,"2005Q2",19,"2_ClassB",42.0916508,-71.4263202,"I-95 Corridor South"
219330,"2005Q2",27,"2_ClassB",42.319674,-71.234268,"Wellesley/Needham"
219395,"2005Q2",18.5,"1_ClassA",42.1618021,-71.201739,"Route 1 South"
219424,"2005Q2",22,"1_ClassA",42.2253435,-71.0272446,"Quincy/Braintree"
219427,"2005Q2",22.5,"1_ClassA",42.2326574,-71.0159168,"Quincy/Braintree"
219442,"2005Q2",23.5,"1_ClassA",42.2015641,-71.1609525,"Route 1 South"
219451,"2005Q2",35,"2_ClassB",42.3083645,-71.2781265,"Wellesley/Needham"
219465,"2005Q2",25,"2_ClassB",42.324508,-71.2606602,"Wellesley/Needham"
219468,"2005Q2",23,"1_ClassA",42.2277776,-71.0276613,"Quincy/Braintree"
219485,"2005Q2",16,"3_ClassC",42.2185024,-71.0356967,"Quincy/Braintree"
219543,"2005Q2",19.75,"2_ClassB",42.2339033,-71.014253,"Quincy/Braintree"
219549,"2005Q2",24,"2_ClassB",42.314117,-71.2494772,"Wellesley/Needham"
219553,"2005Q2",25,"2_ClassB",42.3089269,-71.2775195,"Wellesley/Needham"
219608,"2005Q2",18,"1_ClassA",42.169588,-71.2017544,"Route 1 South"
219640,"2005Q2",16,"2_ClassB",42.2922259,-71.2368421,"Wellesley/Needham"
219688,"2005Q2",23.5,"3_ClassC",42.3165184,-71.243628,"Wellesley/Needham"
219716,"2005Q2",18,"2_ClassB",42.3259874,-71.2604293,"Wellesley/Needham"
219800,"2005Q2",23.5,"1_ClassA",42.2246632,-71.1697878,"Route 1 South"
219842,"2005Q2",15,"3_ClassC",42.2226932,-71.0347974,"Quincy/Braintree"
219948,"2005Q2",15,"3_ClassC",42.2197269,-71.0347206,"Quincy/Braintree"
219973,"2005Q2",27,"2_ClassB",42.342458,-71.1187445,"Newton/Brookline"
220237,"2005Q2",20,"2_ClassB",42.3061383,-71.2193594,"Wellesley/Needham"
220268,"2005Q2",24,"2_ClassB",42.2807248,-71.2348261,"Wellesley/Needham"
220580,"2005Q2",21,"3_ClassC",42.3153615,-71.2447399,"Wellesley/Needham"
220853,"2005Q2",19.5,"2_ClassB",42.1626139,-70.8995734,"Route 3 Corridor"
221127,"2005Q2",17,"2_ClassB",41.8770808,-70.923474,"Attleboro/New Bedford"
221232,"2005Q2",19.95,"2_ClassB",42.1553748,-70.8793848,"Route 3 Corridor"
222071,"2005Q2",20,"2_ClassB",42.358229,-71.058673,"Financial District"
222077,"2005Q2",37.5,"1_ClassA",42.3472908,-71.0817203,"Back Bay"
222080,"2005Q2",30,"2_ClassB",42.3557512,-71.0581254,"Financial District"
222093,"2005Q2",25,"2_ClassB",42.3580074,-71.061564,"Financial District"
222107,"2005Q2",15,"2_ClassB",42.3813318,-71.0795374,"Charlestown/East Boston"
222127,"2005Q2",32.181818,"1_ClassA",42.3569544,-71.053969,"Financial District"
222142,"2005Q2",30,"1_ClassA",42.3509515,-71.0716196,"Back Bay"
222148,"2005Q2",36,"1_ClassA",42.349756,-71.079214,"Back Bay"
222162,"2005Q2",19,"2_ClassB",42.3578256,-71.137182,"Brighton/Allston/Fenway"
222165,"2005Q2",25,"2_ClassB",42.3579988,-71.0560196,"Financial District"
222166,"2005Q2",39,"1_ClassA",42.357258,-71.054094,"Financial District"
222169,"2005Q2",27,"2_ClassB",42.356436,-71.057967,"Financial District"
222186,"2005Q2",35,"1_ClassA",42.3575229,-71.0578678,"Financial District"
222188,"2005Q2",25.5,"2_ClassB",42.3546878,-71.0549904,"Financial District"
222196,"2005Q2",34,"1_ClassA",42.3518466,-71.0721709,"Back Bay"
222200,"2005Q2",18,"2_ClassB",42.3547882,-71.0615835,"Midtown"
222204,"2005Q2",15,"2_ClassB",42.3428694,-71.0841636,"Back Bay"
222210,"2005Q2",29,"2_ClassB",42.35163,-71.072705,"Back Bay"
222218,"2005Q2",25,"2_ClassB",42.3589333,-71.0592916,"Financial District"
222228,"2005Q2",42,"1_ClassA",42.3561207,-71.0538135,"Financial District"
222229,"2005Q2",44,"1_ClassA",42.3592233,-71.0562658,"Financial District"
222231,"2005Q2",29.5,"1_ClassA",42.3538044,-71.0565793,"Financial District"
222236,"2005Q2",25,"1_ClassA",42.3662533,-71.0588527,"North End/Waterfront"
222246,"2005Q2",41,"1_ClassA",42.3565622,-71.0531984,"Financial District"
222248,"2005Q2",24,"2_ClassB",42.3511154,-71.049105,"Seaport"
222254,"2005Q2",34,"1_ClassA",42.358083,-71.053355,"Financial District"
222260,"2005Q2",33,"1_ClassA",42.356019,-71.056307,"Financial District"
222277,"2005Q2",24.5,"1_ClassA",42.351881,-71.057404,"Financial District"
222280,"2005Q2",16.5,"2_ClassB",42.365657,-71.0588784,"North End/Waterfront"
222290,"2005Q2",27,"2_ClassB",42.3586715,-71.059765,"Financial District"
222305,"2005Q2",35,"1_ClassA",42.346937,-71.080735,"Back Bay"
222307,"2005Q2",23.5,"2_ClassB",42.358359,-71.054408,"Financial District"
222310,"2005Q2",25,"2_ClassB",42.358445,-71.061645,"Financial District"
222313,"2005Q2",25,"2_ClassB",42.364767,-71.062002,"North Station/Beacon Hill"
222323,"2005Q2",23.5,"1_ClassA",42.350276,-71.074244,"Back Bay"
222325,"2005Q2",28,"3_ClassC",42.35192,-71.071633,"Back Bay"
222332,"2005Q2",24.5,"2_ClassB",42.3502519,-71.0496237,"Seaport"
222333,"2005Q2",17,"1_ClassA",42.384754,-71.0714707,"Charlestown/East Boston"
222343,"2005Q2",24,"2_ClassB",42.364532,-71.060704,"North Station/Beacon Hill"
222348,"2005Q2",38,"1_ClassA",42.3625282,-71.0643968,"North Station/Beacon Hill"
222349,"2005Q2",25,"1_ClassA",42.359266,-71.058802,"Financial District"
222352,"2005Q2",38,"1_ClassA",42.3538426,-71.0573648,"Financial District"
222360,"2005Q2",46,"1_ClassA",42.3569291,-71.0549697,"Financial District"
222362,"2005Q2",32,"1_ClassA",42.360559,-71.060684,"Financial District"
222380,"2005Q2",34,"1_ClassA",42.3533061,-71.0563324,"Financial District"
222384,"2005Q2",27.5,"2_ClassB",42.3592624,-71.0557563,"Financial District"
222389,"2005Q2",33,"1_ClassA",42.3508873,-71.0756844,"Back Bay"
222454,"2005Q2",17.5,"1_ClassA",42.407926,-70.992444,"Chelsea/Revere"
222604,"2005Q2",28,"2_ClassB",42.351931,-71.047882,"Seaport"
222843,"2005Q2",35,"1_ClassA",42.3475266,-71.0783376,"Back Bay"
222857,"2005Q2",18,"2_ClassB",42.3657678,-71.0581145,"North End/Waterfront"
222873,"2005Q2",19,"2_ClassB",42.35007,-71.057169,"Midtown"
222875,"2005Q2",25,"2_ClassB",42.3461563,-71.1003765,"Brighton/Allston/Fenway"
222885,"2005Q2",23.5,"2_ClassB",42.3650187,-71.0579909,"North End/Waterfront"
222940,"2005Q2",35,"1_ClassA",42.3471282,-71.0779042,"Back Bay"
222960,"2005Q2",20,"2_ClassB",42.355486,-71.060841,"Financial District"
223125,"2005Q2",40,"1_ClassA",42.3564195,-71.0517053,"Financial District"
223130,"2005Q2",32,"1_ClassA",42.36065,-71.062075,"Financial District"
223153,"2005Q2",22,"3_ClassC",42.3580304,-71.053706,"Financial District"
223233,"2005Q2",18,"2_ClassB",42.3470967,-71.1414663,"Brighton/Allston/Fenway"
223242,"2005Q2",26,"2_ClassB",42.3481391,-71.150156,"Brighton/Allston/Fenway"
223313,"2005Q2",15,"3_ClassC",42.3944783,-71.0384944,"Chelsea/Revere"
223329,"2005Q2",22,"2_ClassB",42.393454,-71.0397709,"Chelsea/Revere"
223606,"2005Q2",27.333333,"1_ClassA",42.375048,-71.273873,"Waltham/Watertown"
223650,"2005Q2",18.5,"3_ClassC",42.350024,-71.047349,"Seaport"
359316,"2005Q2",14,"2_ClassB",42.2601112,-71.459834,"Hopkinton/Holliston"
530874,"2005Q2",28,"3_ClassC",42.3078855,-71.277988,"Wellesley/Needham"
575798,"2005Q2",15.285,"3_ClassC",42.595341,-71.015011,"Lawrence/Andover"
582505,"2005Q2",22,"2_ClassB",42.33031,-71.19379,"Newton/Brookline"
590468,"2005Q2",23,"2_ClassB",42.3498228,-71.2194142,"Newton/Brookline"
607414,"2005Q2",19.5,"1_ClassA",42.3844935,-71.2051321,"Waltham/Watertown"
610225,"2005Q2",13,"3_ClassC",42.5507542,-70.8955443,"Danvers/Beverly"
612638,"2005Q2",30,"2_ClassB",42.356538,-71.060427,"Financial District"
619186,"2005Q2",35,"2_ClassB",42.3730401,-71.1206193,"Mid-Cambridge/Harvard Sq"
630282,"2005Q2",15,"3_ClassC",42.433386,-71.48777,"Concord/Maynard"
655662,"2005Q2",20,"2_ClassB",42.6571731,-71.1382064,"Lawrence/Andover"
663135,"2005Q2",15,"2_ClassB",42.4168552,-71.4472832,"Concord/Maynard"
667489,"2005Q2",10,"2_ClassB",42.771873,-71.250324,"Rockingham"
686269,"2005Q2",7.5,"2_ClassB",42.773724,-71.085222,"Lawrence/Andover"
688647,"2005Q2",11.5,"2_ClassB",41.875163,-70.9462899,"Attleboro/New Bedford"
714553,"2005Q2",40,"1_ClassA",42.366721,-71.076916,"E Cambridge/Kendall Sq"
756183,"2005Q2",14.17,"2_ClassB",42.55657,-71.43968,"Lowell/Chelmsford"
765397,"2005Q2",15,"2_ClassB",42.5398339,-71.1484137,"Wilmington/Reading"
773740,"2005Q2",15,"2_ClassB",42.598884,-70.962011,"Danvers/Beverly"
776100,"2005Q2",20.45,"2_ClassB",42.362491,-71.394613,"Concord/Maynard"
781889,"2005Q2",15.75,"3_ClassC",42.287488,-71.423076,"Framingham/Natick"
797436,"2005Q2",15,"3_ClassC",42.356302,-71.0618751,"Financial District"
806421,"2005Q2",20,"3_ClassC",43.0760747,-70.7573907,"Rockingham"
808145,"2005Q2",12,"2_ClassB",42.7740394,-71.2448107,"Rockingham"
814078,"2005Q2",13,"2_ClassB",42.283494,-71.373311,"Framingham/Natick"
837582,"2005Q2",26,"2_ClassB",43.0772107,-70.7570395,"Rockingham"
861442,"2005Q2",27,"2_ClassB",42.3486289,-71.0745834,"Back Bay"
891730,"2005Q2",13.6,"2_ClassB",42.5956119,-71.0154807,"Lawrence/Andover"
891912,"2005Q2",20,"2_ClassB",42.728257,-71.186947,"Lawrence/Andover"
894274,"2005Q2",15,"2_ClassB",42.5648557,-71.4251088,"Lowell/Chelmsford"
894900,"2005Q2",24,"2_ClassB",42.51387,-71.00447,"Lynnfield/Wakefield"
902047,"2005Q2",30.95,"2_ClassB",42.067091,-71.397732,"I-95 Corridor South"
9055,"2005Q3",13,"2_ClassB",42.5552964,-70.9380035,"Danvers/Beverly"
9109,"2005Q3",8.25,"3_ClassC",42.5691342,-70.938097,"Danvers/Beverly"
9196,"2005Q3",17.5,"1_ClassA",42.3409837,-71.5830821,"The Boroughs"
9368,"2005Q3",18,"1_ClassA",42.320396,-71.585906,"The Boroughs"
9452,"2005Q3",12.75,"2_ClassB",42.1605127,-71.113228,"Route 1 South"
9932,"2005Q3",46,"1_ClassA",42.3561851,-71.0582017,"Financial District"
9934,"2005Q3",27,"1_ClassA",42.3556124,-71.0575809,"Financial District"
9937,"2005Q3",42,"1_ClassA",42.3583913,-71.060922,"Financial District"
9940,"2005Q3",28,"1_ClassA",42.3541759,-71.0557593,"Financial District"
41711,"2005Q3",19,"2_ClassB",42.3033189,-71.3545812,"Framingham/Natick"
41714,"2005Q3",18.5,"2_ClassB",42.3855769,-71.2654966,"Waltham/Watertown"
41739,"2005Q3",29.5,"2_ClassB",42.3542993,-71.0565553,"Financial District"
41740,"2005Q3",29.5,"2_ClassB",42.355849,-71.056231,"Financial District"
41741,"2005Q3",24,"1_ClassA",42.3557314,-71.0615894,"Financial District"
41742,"2005Q3",40,"1_ClassA",42.3557852,-71.0519208,"Financial District"
47619,"2005Q3",24,"2_ClassB",42.2834408,-71.4175271,"Framingham/Natick"
49162,"2005Q3",14,"3_ClassC",42.375194,-71.23713,"Waltham/Watertown"
53694,"2005Q3",33,"1_ClassA",42.3622566,-71.0797989,"E Cambridge/Kendall Sq"
55379,"2005Q3",12,"3_ClassC",42.481534,-71.100707,"Saugus/Lynn"
56565,"2005Q3",10,"2_ClassB",42.517023,-71.103148,"Wilmington/Reading"
92475,"2005Q3",17,"2_ClassB",42.162605,-70.955662,"Route 3 Corridor"
95673,"2005Q3",12.5,"3_ClassC",42.1734792,-71.1100061,"Route 24"
95833,"2005Q3",17,"2_ClassB",42.5602056,-71.4322534,"Lowell/Chelmsford"
112105,"2005Q3",16.95,"2_ClassB",42.3633369,-71.3628856,"Concord/Maynard"
213029,"2005Q3",16.5,"2_ClassB",42.660751,-71.107261,"Lawrence/Andover"
213032,"2005Q3",14.5,"2_ClassB",42.5865703,-70.9639031,"Danvers/Beverly"
213037,"2005Q3",16.5,"2_ClassB",42.5608512,-70.9747885,"Danvers/Beverly"
213039,"2005Q3",20,"1_ClassA",42.69097,-71.2102292,"Lawrence/Andover"
213082,"2005Q3",18,"1_ClassA",42.5724103,-70.9080432,"Danvers/Beverly"
213113,"2005Q3",14.5,"1_ClassA",42.5642248,-70.9891046,"Danvers/Beverly"
213135,"2005Q3",17,"2_ClassB",42.5396158,-70.9511694,"Peabody/Salem"
213325,"2005Q3",12,"2_ClassB",42.6554066,-71.1461247,"Lawrence/Andover"
213749,"2005Q3",18,"3_ClassC",42.666979,-71.11628,"Lawrence/Andover"
214016,"2005Q3",18.5,"1_ClassA",42.595732,-70.9687131,"Danvers/Beverly"
214231,"2005Q3",32,"1_ClassA",42.3387506,-71.2527691,"Newton/Brookline"
214239,"2005Q3",16.5,"1_ClassA",42.46017,-71.384699,"Concord/Maynard"
214244,"2005Q3",16.5,"1_ClassA",42.5217718,-71.4220143,"Concord/Maynard"
214247,"2005Q3",20.5,"1_ClassA",42.5214567,-71.0417905,"Lynnfield/Wakefield"
214248,"2005Q3",19,"2_ClassB",42.308483,-71.3812279,"Framingham/Natick"
214261,"2005Q3",13,"3_ClassC",42.4271185,-71.0672969,"Medford/Malden"
214262,"2005Q3",18,"2_ClassB",42.3323115,-71.5870298,"The Boroughs"
214264,"2005Q3",30,"1_ClassA",42.4094638,-71.2567094,"Waltham/Watertown"
214290,"2005Q3",27.5,"1_ClassA",42.3637392,-71.079941,"E Cambridge/Kendall Sq"
214291,"2005Q3",17,"3_ClassC",42.384013,-71.263761,"Waltham/Watertown"
214301,"2005Q3",16,"2_ClassB",42.4803898,-71.1099829,"Saugus/Lynn"
214315,"2005Q3",17,"1_ClassA",42.49811,-71.476757,"Concord/Maynard"
214317,"2005Q3",16.475,"2_ClassB",42.486524,-71.209126,"Burlington/Woburn"
214323,"2005Q3",18.5,"1_ClassA",42.29763,-71.4803986,"Framingham/Natick"
214336,"2005Q3",22,"1_ClassA",42.3643253,-71.0794652,"E Cambridge/Kendall Sq"
214398,"2005Q3",14.5,"3_ClassC",42.2824824,-71.3929653,"Framingham/Natick"
214448,"2005Q3",16.5,"2_ClassB",42.5225936,-71.4301289,"Concord/Maynard"
214477,"2005Q3",29,"1_ClassA",42.407447,-71.2769248,"Waltham/Watertown"
214497,"2005Q3",25,"1_ClassA",42.3547626,-71.2624076,"Concord/Maynard"
214514,"2005Q3",20,"1_ClassA",42.486758,-71.196882,"Burlington/Woburn"
214555,"2005Q3",19,"1_ClassA",42.400414,-71.255384,"Waltham/Watertown"
214562,"2005Q3",23,"2_ClassB",42.3547931,-71.1998566,"Newton/Brookline"
214620,"2005Q3",23,"1_ClassA",42.3661782,-71.0924,"E Cambridge/Kendall Sq"
214633,"2005Q3",16.5,"2_ClassB",42.2989466,-71.3601593,"Framingham/Natick"
214646,"2005Q3",14,"3_ClassC",42.3982657,-71.2532046,"Waltham/Watertown"
214663,"2005Q3",22.5,"1_ClassA",42.485462,-71.210722,"Burlington/Woburn"
214667,"2005Q3",20,"1_ClassA",42.4879794,-71.1952612,"Burlington/Woburn"
214680,"2005Q3",29,"1_ClassA",42.361762,-71.081159,"E Cambridge/Kendall Sq"
214683,"2005Q3",18,"3_ClassC",42.3470577,-71.2439766,"Newton/Brookline"
